owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
pull-stream,pull-stream,8.5,0.0,52.8,58.2,5.9,0.0,0.0,36.9,41.1,35.0,38.4,33.1,30.8,0.0,41.5,10.7,23.2,29.875,26.35,22.308333333333337,223.0,222.0,D,D
mikaelbr,gulp-notify,10.2,0.0,54.4,63.3,7.6,0.7,0.0,33.2,36.6,23.3,43.7,29.2,52.5,0.0,26.4,10.375000000000002,23.5,31.974999999999998,27.025000000000002,23.125,254.0,233.0,D,D
evilstreak,markdown-js,5.7,0.0,46.4,49.8,7.6,0.0,0.0,53.5,75.6,79.3,8.4,50.8,26.0,0.0,39.5,15.275,25.9,25.475,29.075,23.275000000000002,262.0,297.0,D,D
Polymer,polymer,53.4,13.5,67.7,42.1,11.3,15.8,0.0,66.3,91.3,89.8,21.4,62.7,52.2,8.2,76.8,23.349999999999998,41.3,44.175,49.974999999999994,39.166666666666664,752.5,739.0,B,B
jprichardson,string.js,6.6,0.0,51.7,83.2,7.7,0.0,0.0,40.9,55.7,57.5,8.5,41.7,33.6,0.0,46.8,12.15,26.4,35.375,30.525000000000002,26.016666666666666,378.0,316.5,D,D
goldhand,sw-precache-webpack-plugin,12.3,0.0,49.8,53.5,7.7,0.0,0.0,40.0,52.8,42.5,55.2,9.6,78.8,0.0,30.1,11.925,26.9,28.9,29.625,23.483333333333334,267.0,335.5,D,D
spalger,gulp-jshint,18.8,0.0,48.4,29.0,7.7,0.0,0.0,34.2,29.9,33.4,43.4,30.2,57.5,0.0,57.7,10.475000000000001,24.8,24.05,36.35,23.625,275.0,266.5,D,D
nuysoft,Mock,14.2,0.0,35.5,43.4,13.0,0.0,0.0,58.6,89.1,92.8,8.6,43.9,35.0,0.0,15.8,17.9,25.8,23.275,23.674999999999997,21.616666666666664,206.0,291.5,D,D
stylus,nib,7.5,0.0,36.2,20.2,7.8,0.0,0.0,54.2,56.9,59.1,39.1,61.7,48.3,0.0,67.7,15.5,27.9,15.975000000000001,44.425,25.3,349.0,369.0,D,D
sun-zheng-an,gulp-shell,28.0,0.0,37.7,45.5,7.3,0.0,0.0,34.8,33.2,30.5,37.0,38.3,65.0,0.0,31.1,10.524999999999999,24.3,27.8,33.599999999999994,23.974999999999998,284.0,253.5,D,D
caolan,highland,9.1,0.0,45.3,80.4,7.3,0.0,0.0,45.5,65.1,50.6,29.8,36.7,63.5,0.0,72.3,13.2,31.7,33.7,43.125,30.008333333333336,533.5,505.5,C,C
ftlabs,fastclick,3.8,0.0,45.3,51.8,7.4,0.0,0.0,66.8,88.7,94.0,39.7,44.6,30.8,0.0,39.6,18.55,29.5,25.224999999999998,28.75,24.175,289.0,427.0,D,C
jamestalmage,cli-table2,2.6,0.0,47.2,72.1,7.4,0.0,0.0,24.5,23.4,22.6,32.3,19.6,33.4,0.0,16.4,7.975,18.5,30.475,17.35,18.6,137.0,135.5,F,F
serialport,node-serialport,40.9,30.8,85.5,13.2,25.5,39.8,17.7,64.2,71.7,81.1,31.5,72.5,56.0,30.1,54.6,36.8,45.3,42.6,53.3,44.23333333333333,848.0,818.0,A,A
nathanpeck,clui,5.6,0.0,26.9,44.8,5.3,0.0,0.0,34.1,54.3,27.1,30.7,24.2,31.4,0.0,17.8,9.85,17.9,19.325,18.35,15.841666666666667,105.0,129.5,F,F
hapijs,hapi,44.3,27.3,46.6,57.2,25.7,20.6,24.8,64.4,85.4,84.8,33.5,53.9,31.9,23.2,81.2,33.875,44.3,43.85,47.55,41.75833333333333,810.0,803.0,A,A
baryon,tracer,21.8,2.1,52.3,44.1,5.6,4.9,0.7,42.5,48.4,44.2,29.6,47.6,51.6,0.3,57.8,13.425,28.2,30.074999999999996,39.325,27.608333333333334,439.0,381.0,C,D
louischatriot,nedb,25.0,0.0,53.8,52.2,8.4,0.0,0.0,57.6,84.2,81.2,32.7,32.5,37.8,0.0,34.5,16.5,29.3,32.75,26.2,25.150000000000002,339.0,419.5,D,C
Timer,fork-ts-checker-webpack-plugin,0.0,0.0,38.3,44.8,4.9,0.0,0.0,14.3,3.0,8.8,43.1,2.3,45.9,0.0,72.6,4.800000000000001,19.0,20.775,30.2,18.591666666666665,136.0,139.5,F,F
nodegit,nodegit,39.6,8.9,61.2,41.2,15.6,13.9,9.3,61.3,71.4,74.4,29.3,70.2,50.9,13.9,71.8,25.025,39.4,37.72500000000001,51.7,38.150000000000006,727.0,685.5,B,B
pouchdb,pouchdb,50.9,34.6,46.5,57.9,29.6,42.1,33.2,68.8,86.4,86.4,31.3,71.2,38.8,37.6,75.5,43.425,50.5,47.475,55.775000000000006,48.89166666666667,938.0,900.5,A,A
sindresorhus,unique-random-array,0.8,0.0,50.4,74.8,5.0,0.0,0.0,20.0,14.0,12.1,32.8,21.1,31.7,0.0,23.1,6.25,17.9,31.5,18.975,18.908333333333335,143.0,129.5,F,F
jupyterlab,jupyterlab,26.0,27.6,77.7,28.0,37.5,46.3,43.6,61.4,84.4,93.3,29.9,38.0,61.0,46.9,94.9,47.199999999999996,52.8,39.825,60.2,49.07500000000001,941.0,934.0,A,A
dthree,vorpal,4.7,0.0,43.1,10.6,5.1,3.9,0.0,44.7,71.6,63.4,29.5,14.4,40.4,0.0,69.7,13.425,24.7,14.600000000000001,31.125,19.71666666666667,155.0,262.0,F,D
hapijs,inert,24.2,3.6,43.9,57.8,5.1,4.0,0.0,26.0,22.4,25.9,30.6,25.3,28.4,5.5,54.8,8.775,22.8,32.375,28.499999999999996,23.216666666666665,260.0,211.5,D,D
EvanOxfeld,node-unzip,2.5,0.0,35.6,58.7,4.6,0.0,0.0,38.9,37.0,64.4,17.1,37.2,34.0,0.0,19.2,10.875,20.6,24.200000000000003,22.6,19.225,147.0,160.0,F,F
cloudhead,node-static,8.4,0.0,53.0,70.0,7.9,0.0,0.0,50.5,58.8,59.9,35.8,47.5,51.6,0.0,53.6,14.6,30.3,32.85,38.175,28.541666666666668,484.0,459.0,C,C
danwrong,restler,3.9,0.0,47.9,63.9,4.7,0.0,0.0,51.0,57.9,67.2,29.4,49.4,29.7,0.0,63.3,13.925,28.1,28.924999999999997,35.6,26.149999999999995,384.5,376.5,D,D
alibaba,BizCharts,20.7,4.5,41.5,49.0,17.1,9.1,0.8,48.9,72.7,73.8,30.0,18.9,44.7,0.4,58.6,18.974999999999998,30.3,28.925,30.650000000000006,26.183333333333337,386.0,459.0,D,C
metalsmith,metalsmith,42.1,19.9,86.7,26.1,14.3,14.2,9.4,53.8,76.1,73.0,30.1,36.0,39.4,14.9,53.2,22.925,36.5,43.7,35.875,34.166666666666664,635.0,622.5,B,B
zilverline,react-tap-event-plugin,6.5,0.0,27.6,61.5,4.8,0.0,0.0,36.3,47.0,42.1,33.2,23.1,24.2,0.0,31.8,10.274999999999999,20.1,23.9,19.775,17.98333333333333,128.0,153.5,F,F
slushjs,gulp-install,9.6,0.0,47.1,48.1,4.8,0.0,0.0,24.3,15.4,25.1,30.8,26.1,34.1,0.0,33.1,7.275,18.6,26.200000000000003,23.325000000000003,18.933333333333334,144.0,137.0,F,F
sindresorhus,gulp-template,17.0,0.8,62.3,74.8,5.2,1.7,0.9,29.8,24.5,35.8,29.7,29.0,25.7,3.9,23.7,9.4,22.2,38.724999999999994,20.575,22.899999999999995,246.0,195.5,D,F
shockie,node-iniparser,2.4,0.0,21.8,21.2,6.5,0.0,0.0,26.8,14.1,16.9,29.0,47.0,22.9,0.0,22.3,8.325,13.8,11.35,23.05,14.241666666666665,88.0,85.0,F,F
redis,hiredis-node,18.5,0.0,31.5,37.0,6.5,0.0,0.0,30.6,25.2,36.9,12.9,47.6,19.2,0.0,50.8,9.275,19.5,21.75,29.4,20.141666666666666,164.5,144.0,F,F
alibaba-fusion,next,43.9,33.3,42.7,18.1,36.9,44.2,39.9,44.5,68.2,71.9,4.5,33.2,64.4,43.5,76.6,41.375,45.2,34.5,54.425,43.43333333333334,841.0,816.5,A,A
iview,iview,27.6,0.0,51.0,22.7,12.2,0.8,0.0,63.3,92.6,95.4,31.6,33.6,73.7,0.0,82.8,19.075,36.3,25.325,47.525,30.641666666666666,551.0,618.5,C,B
phosphorjs,phosphor,11.5,0.0,33.1,38.0,6.6,0.0,0.0,35.8,46.4,51.4,27.2,18.1,67.9,0.0,60.4,10.6,25.3,20.65,36.6,22.616666666666664,231.0,280.5,D,D
ipfs,js-ipfs,30.8,0.0,69.3,44.9,6.7,0.0,0.0,59.9,75.1,83.6,26.3,54.5,48.8,16.8,70.5,16.65,35.9,36.25,47.65,33.516666666666666,618.0,611.5,B,B
johnagan,clean-webpack-plugin,12.2,0.0,37.2,38.6,6.7,0.0,0.0,46.6,57.6,46.5,57.5,24.9,53.1,0.0,44.8,13.325000000000001,25.9,22.0,30.700000000000003,22.008333333333336,217.0,297.0,D,D
atomist,automation-client,30.8,0.0,57.7,31.6,6.7,0.0,0.0,20.8,9.3,13.8,27.7,32.2,62.3,0.0,72.9,6.875,24.5,30.025,41.849999999999994,26.25,389.0,258.0,D,D
sindresorhus,query-string,22.7,10.2,69.6,75.3,15.7,6.0,0.0,67.9,73.7,68.7,80.2,48.9,42.1,6.3,67.2,22.400000000000002,39.5,44.45,41.125,35.99166666666667,674.0,688.0,B,B
plone,volto,26.1,29.4,79.8,84.2,37.0,47.0,43.2,42.3,30.1,71.6,26.9,40.7,68.1,46.5,70.5,42.375,50.3,54.875,56.45,51.23333333333333,972.0,897.0,A,A
gaearon,react-hot-loader,21.1,0.0,84.1,62.3,11.4,0.0,0.0,65.7,82.5,77.3,52.7,50.4,83.7,0.0,71.4,19.275000000000002,40.8,41.875,51.37500000000001,37.50833333333333,713.0,730.5,B,B
react-component,rc-tools,5.4,0.0,28.2,49.4,6.3,0.0,0.0,24.2,20.6,28.9,27.9,19.4,43.7,0.0,49.2,7.625,19.5,20.75,28.075000000000003,18.816666666666666,141.0,144.0,F,F
darekf77,morphi,1.7,9.0,17.8,34.4,7.3,18.0,8.9,11.4,8.9,7.4,25.6,3.9,67.6,21.6,52.8,11.399999999999999,21.5,15.725,36.475,21.2,186.5,182.5,F,F
e1-bsd,omni-common-ui,0.0,0.0,38.6,24.6,4.3,0.0,0.0,15.8,8.0,8.7,18.0,28.6,70.8,0.0,32.2,5.025,16.8,15.8,32.9,17.908333333333335,127.0,116.0,F,F
facebook,nuclide,9.2,0.0,54.6,47.0,3.8,0.0,0.0,54.7,76.0,74.3,24.6,44.0,74.2,0.0,70.3,14.625,33.0,27.7,47.125,29.816666666666666,527.0,552.5,C,C
electrode-io,electrode,28.5,21.9,59.2,39.1,10.2,31.0,19.0,39.3,58.3,62.5,27.8,8.6,66.8,26.4,59.3,24.875,36.8,37.175,40.275,34.10833333333333,634.0,629.5,B,B
wintercounter,mhy,7.1,0.0,44.5,32.5,3.9,11.2,0.0,21.5,17.4,19.8,18.1,30.5,39.4,0.0,16.7,9.15,16.5,21.025,21.65,17.275,117.0,111.0,F,F
dexteryy,Project-WebCube,30.7,0.0,27.6,68.8,3.9,0.0,0.0,16.5,17.9,14.9,21.5,11.6,64.7,0.0,3.6,5.1,18.1,31.775,19.974999999999998,18.95,145.0,132.0,F,F
compute-io,compute.io,30.7,0.0,31.7,76.8,4.0,0.0,0.0,17.2,13.6,9.9,23.7,21.7,29.6,0.0,6.2,5.3,16.3,34.8,14.375,18.15833333333333,130.0,107.5,F,F
slushjs,gulp-conflict,2.6,0.0,36.1,47.6,4.0,0.0,0.0,18.9,10.2,12.5,28.0,24.8,31.5,0.0,12.8,5.725,14.1,21.575000000000003,17.275,14.858333333333334,93.0,87.0,F,F
sebastian-software,advanced-boilerplate,0.0,0.0,18.8,33.9,4.0,0.0,0.0,21.1,14.5,11.2,21.2,37.5,71.5,0.0,38.5,6.275,18.1,13.175,36.875,18.775000000000002,139.0,132.0,F,F
embarklabs,embark,15.6,0.0,57.3,28.4,7.4,0.0,0.0,51.2,66.5,70.5,27.1,40.5,70.1,18.2,61.7,14.65,32.2,25.324999999999996,47.625,29.2,506.0,526.5,C,C
agneta,platform,1.5,0.0,47.1,17.4,3.6,0.0,0.0,9.9,7.8,8.4,17.5,6.0,67.5,0.0,3.1,3.375,12.8,16.5,19.15,13.008333333333333,72.5,74.0,F,F
ziruYU,nodejs,1.5,0.0,14.9,9.5,3.6,0.0,0.0,4.6,1.5,0.9,10.9,5.0,47.2,0.0,3.2,2.05,7.3,6.475,13.850000000000001,7.458333333333333,14.0,14.5,F,F
NetWilliam,protocol-buffers-schema,0.0,0.0,17.2,30.2,3.6,0.0,0.0,7.6,5.5,1.0,17.8,5.9,16.7,0.0,50.3,2.8,10.7,11.85,18.225,10.958333333333334,43.0,46.0,F,F
toyako,yanglao,1.6,0.0,14.8,8.9,3.7,0.0,0.0,6.9,5.4,5.0,10.7,6.5,21.2,0.0,0.1,2.6500000000000004,5.4,6.325000000000001,6.95,5.308333333333334,6.0,6.0,F,F
cnn007,node-dingtalk-robot,1.3,0.0,33.6,34.9,3.7,0.0,0.0,7.2,6.8,6.8,10.4,4.9,27.9,0.0,0.1,2.725,8.8,17.45,8.225,9.466666666666667,31.0,27.5,F,F
chjj,bslint,1.3,1.1,33.8,62.3,6.7,2.2,9.0,9.2,7.2,7.2,20.8,1.8,30.3,4.5,0.1,6.7749999999999995,12.9,24.625,9.175,13.525,80.0,75.0,F,F
aethant,merino,2.3,0.0,14.4,24.3,3.8,0.0,0.0,9.1,7.0,7.1,10.3,11.9,69.3,0.0,19.4,3.2249999999999996,12.5,10.25,25.15,12.875,68.0,69.5,F,F
Anoop24031989,cordova-plugin-tsp-for-Android,0.7,0.0,11.4,17.1,3.8,0.0,0.0,5.6,1.9,4.7,10.2,5.6,14.8,0.0,2.9,2.3499999999999996,5.0,7.300000000000001,5.824999999999999,5.158333333333333,4.0,3.5,F,F
joshmatz,big-bertha,6.0,0.0,33.0,48.4,5.4,0.0,0.0,10.9,8.1,7.0,17.9,10.8,17.2,0.0,2.9,4.075,10.3,21.85,7.725,11.216666666666667,46.0,40.0,F,F
chjj,babylonia,0.1,0.0,39.9,62.4,5.5,0.0,0.0,6.0,7.1,4.8,10.1,1.9,26.6,0.0,3.0,2.875,10.8,25.6,7.875,12.116666666666667,61.0,48.0,F,F
ericmcornelius,ease,1.4,0.0,11.3,59.0,5.5,0.0,0.0,9.6,7.3,9.4,9.9,11.8,64.5,0.0,3.0,3.775,13.0,17.925,19.825,13.841666666666667,84.0,76.0,F,F
codemirror,CodeMirror,26.7,17.1,53.1,22.8,29.1,25.4,27.9,68.2,93.8,96.0,8.9,74.0,28.1,23.6,89.5,37.65,43.2,29.925,53.8,40.458333333333336,784.0,777.0,B,B
nithincvpoyyil,voice-listener,2.2,0.0,33.1,17.2,5.6,12.1,0.0,9.5,6.4,6.2,17.2,8.1,41.3,0.0,3.0,6.800000000000001,10.8,13.125,13.1,11.008333333333333,44.0,48.0,F,F
hexlet-components,js-pairs,2.3,0.0,14.8,32.2,5.6,6.9,0.0,16.0,11.7,15.1,27.3,9.9,55.6,1.5,40.8,7.125,16.3,12.325000000000001,26.950000000000003,15.466666666666669,99.0,107.5,F,F
terryarbase,nextnode,2.2,0.0,45.8,10.7,5.6,0.0,0.0,8.1,5.0,4.9,20.3,2.2,63.3,0.0,37.5,3.425,14.6,14.675,25.75,14.616666666666667,89.0,92.5,F,F
rstacruz,pnpm,25.1,30.6,80.8,74.3,38.4,46.1,42.9,61.7,94.3,79.6,30.2,42.6,70.3,45.0,55.2,47.275000000000006,53.4,52.7,53.275,51.083333333333336,970.0,945.5,A,A
ckeditor,ckeditor5-build-inline,0.0,0.0,36.8,43.6,5.2,0.0,0.0,21.2,9.8,44.0,9.6,21.3,35.0,0.0,78.0,6.6,20.2,20.1,33.575,20.09166666666667,163.0,156.5,F,F
mehmetkose,react-websocket,3.4,0.0,36.4,51.0,5.2,0.0,0.0,27.7,27.8,37.2,28.8,16.9,57.2,0.0,40.4,8.225,21.2,22.7,28.625,19.849999999999998,159.0,171.0,F,F
stewartml,react-angular-component,2.1,0.0,14.2,1.3,5.2,0.0,0.0,6.2,5.2,6.5,9.7,3.3,61.0,0.0,0.0,2.85,8.2,4.4,16.075,7.7749999999999995,17.0,21.0,F,F
akserg,ng2-toasty,8.2,0.0,45.6,49.1,5.3,0.0,0.0,30.8,24.2,41.0,28.9,29.0,39.9,0.0,36.5,9.025,20.9,25.725,26.35,20.366666666666667,169.0,165.5,F,F
primefaces,primeng,40.6,29.6,26.7,19.4,45.2,47.6,44.3,62.9,78.4,95.8,36.1,41.2,59.1,46.0,89.8,50.0,50.7,29.075000000000003,59.025000000000006,46.03333333333334,886.0,904.5,A,A
jabbla,Freemamba,2.1,0.0,37.2,25.9,11.8,0.0,0.0,6.8,7.5,4.5,9.8,5.5,35.8,0.0,3.5,4.65,10.0,16.3,11.2,10.716666666666669,42.0,37.0,F,F
askiiRobotics,react-native-ok-sdk,1.9,0.0,40.2,14.2,11.5,0.0,0.0,9.4,2.2,10.6,19.0,5.8,67.6,0.0,0.0,5.225,12.5,14.075,18.349999999999998,12.549999999999997,63.0,69.5,F,F
namchey,linkpreview,2.8,0.1,25.7,9.6,14.6,0.1,9.1,9.9,13.8,11.4,13.7,0.8,69.4,4.5,13.4,8.425,14.1,9.55,22.025000000000002,13.333333333333334,78.0,87.0,F,F
dorado-lmz,axios-retry,0.0,0.0,22.0,29.5,11.6,0.0,0.0,5.6,0.5,4.6,13.6,3.6,35.8,0.0,33.4,4.3,11.3,12.875,18.199999999999996,11.791666666666666,58.0,54.0,F,F
linagora,openpaas-esn,25.1,0.0,23.9,54.5,11.6,9.2,0.0,32.3,32.5,48.6,25.5,22.8,36.2,0.0,67.7,13.275,24.9,25.875,31.675,23.608333333333334,272.0,271.0,D,D
lazy-bee,ui,3.0,0.0,16.0,7.8,11.6,0.0,0.0,9.3,10.3,11.7,13.5,1.7,70.5,0.0,45.5,5.225,14.6,6.7,29.425,13.783333333333333,83.0,92.5,F,F
colmbrady,react-native-feather,1.9,0.0,25.1,17.6,11.7,0.0,0.0,8.7,9.0,9.0,13.4,3.5,65.3,0.0,3.5,5.1,11.7,11.15,18.075,11.441666666666668,53.0,60.0,F,F
mzamoras,rbc,2.0,0.0,48.6,20.0,11.7,0.0,0.0,9.8,2.4,1.6,20.0,15.0,62.9,0.0,17.7,5.375,14.5,17.65,23.9,15.641666666666666,103.5,89.5,F,F
patternweb,patternx,2.0,0.0,12.9,18.0,11.7,0.0,0.0,7.5,7.9,4.1,13.3,4.8,65.6,0.0,0.8,4.8,10.5,8.225,17.799999999999997,10.274999999999999,39.0,43.0,F,F
LearningLocker,learninglocker,18.5,0.0,24.1,28.6,12.3,0.0,0.0,41.9,34.6,60.6,16.8,55.4,71.5,0.0,64.6,13.55,27.3,17.8,47.875,26.40833333333333,394.5,352.5,D,D
dropbox,zxcvbn,8.2,0.0,33.2,56.6,17.5,0.0,0.0,61.6,85.6,80.3,30.5,50.0,33.4,0.0,26.8,19.775,28.0,24.5,27.55,23.941666666666666,282.0,372.5,D,D
1903514970,cordova-plugin-demotoast,1.4,0.0,11.4,12.2,12.4,0.0,0.0,5.0,1.1,4.2,13.1,1.6,13.4,0.0,0.9,4.35,5.0,6.25,3.975,4.858333333333333,3.0,3.5,F,F
Automattic,wp-calypso,30.8,11.1,50.8,55.8,33.0,22.2,44.4,57.8,82.6,89.2,26.7,32.6,68.8,47.3,84.2,39.35,48.7,37.125,58.225,44.9,859.5,867.0,A,A
schacker,hpack-cli,1.9,0.0,18.8,37.4,11.3,0.0,0.0,6.6,6.1,4.3,13.0,3.0,34.2,0.0,0.9,4.475,9.1,14.524999999999999,9.525,9.508333333333333,32.0,29.0,F,F
FrontendSolutionsGmbH,ufp-core-frontend,1.8,0.0,29.4,17.9,11.4,0.0,0.0,8.3,1.2,5.8,21.1,5.0,68.6,0.0,15.4,4.925000000000001,13.1,12.274999999999999,22.25,13.15,75.0,77.0,F,F
APCOvernight,apc-youtube,1.8,0.0,10.3,22.1,11.4,0.0,0.0,6.9,6.0,5.9,12.8,2.9,57.8,0.0,1.1,4.575,9.7,8.55,15.45,9.525,33.0,31.0,F,F
qh08,hendo-cli,1.8,0.0,29.1,17.2,11.4,0.0,0.0,9.1,9.2,7.8,12.5,7.0,29.5,0.0,1.1,5.125,8.8,12.025,9.4,8.85,26.0,27.5,F,F
tronscan,tronscan-frontend,28.8,0.0,17.3,10.7,14.8,4.2,0.0,28.5,23.0,54.7,12.4,23.9,69.5,0.0,62.2,11.875,23.2,14.2,38.9,21.65833333333333,211.0,222.0,D,D
ournameismud,mulp,1.7,0.0,10.3,22.9,12.1,0.0,0.0,10.5,7.7,6.6,23.1,4.8,73.4,0.0,1.1,5.65,12.0,8.725,19.825,11.4,51.0,63.0,F,F
diplomatiegouvfr,hornet-js-builder,1.5,0.0,80.0,26.4,12.1,0.0,0.0,13.9,1.0,6.9,22.6,24.9,57.7,0.0,62.0,6.5,21.2,26.975,36.15,23.208333333333332,257.5,171.0,D,F
cakrit,landscapeapp,0.0,0.0,40.8,5.0,12.1,0.0,0.0,5.2,5.3,1.7,11.8,1.9,36.5,0.0,6.3,4.325,8.7,11.45,11.174999999999999,8.983333333333333,27.0,26.0,F,F
luigimannoni,tovar.js,30.3,0.0,17.5,21.2,12.2,0.0,0.0,9.7,6.5,1.8,20.2,10.3,38.1,0.0,1.4,5.475,11.0,17.25,12.45,11.725,57.0,51.5,F,F
meepobrother,nger,4.5,0.0,31.1,51.6,12.2,0.0,0.0,9.7,12.7,13.4,11.7,1.1,32.8,0.0,9.5,5.475,12.4,21.8,10.85,12.708333333333334,65.5,67.0,F,F
GuillaumeIsabelleX,gix-npm-server,1.6,0.0,18.4,41.8,12.2,0.0,0.0,4.4,2.3,1.9,11.5,2.1,21.8,0.0,1.4,4.15,7.9,15.45,6.325,8.641666666666667,22.0,19.0,F,F
conveyal,modeify,16.5,0.0,30.1,62.7,12.3,0.0,0.0,19.9,13.0,19.0,11.4,36.0,69.0,0.0,47.3,8.05,22.5,27.325000000000003,38.075,24.483333333333334,302.0,201.5,D,D
rachmanzz,bim,1.6,0.0,15.8,32.9,12.3,0.0,0.0,6.3,3.1,2.0,19.3,0.9,32.7,0.0,1.9,4.65,8.6,12.575,8.875,8.700000000000001,23.0,25.0,F,F
smashingboxes,smashing-dev-tool,1.1,0.0,31.8,36.9,11.8,0.0,0.0,13.3,4.6,8.5,17.3,22.7,34.2,0.0,5.8,6.275,12.0,17.45,15.675,13.133333333333335,74.0,63.0,F,F
jkhax0r,require_bluetooth_le,1.1,0.0,9.7,22.8,11.9,0.0,0.0,8.5,2.0,1.1,19.4,11.4,17.0,0.0,1.6,5.1,6.8,8.4,7.5,7.0,11.5,10.5,F,F
elandamor,the-react-scripts,1.1,0.0,8.0,21.2,11.9,0.0,0.0,2.7,2.5,1.2,6.4,0.5,43.9,0.0,1.8,3.6500000000000004,7.4,7.574999999999999,11.549999999999999,7.591666666666666,15.0,16.0,F,F
unctionjs,complete,1.2,0.0,45.3,48.0,11.9,0.0,0.0,9.4,7.4,1.3,23.2,5.7,64.3,0.0,1.9,5.325,14.8,23.625,17.975,15.641666666666666,103.5,96.5,F,F
hades217,lightsight,1.2,0.0,53.9,37.3,12.0,0.0,0.0,7.9,4.4,6.4,17.6,3.4,37.8,0.0,1.9,4.975,12.1,23.1,10.774999999999999,12.950000000000001,70.0,65.0,F,F
Joywok,JwComponents,1.2,0.0,9.2,40.5,12.0,0.0,0.0,8.1,2.6,1.4,22.2,6.2,17.7,0.0,1.9,5.025,7.8,12.725,6.449999999999999,8.066666666666666,18.0,18.0,F,F
founderlab,frameworkstein,1.3,7.4,20.4,37.9,15.1,14.8,9.2,5.5,4.5,6.3,6.5,4.6,61.3,16.0,17.9,11.149999999999999,16.7,16.75,24.949999999999996,17.616666666666664,123.0,113.5,F,F
teambit,bit,46.6,32.2,77.1,29.5,33.1,48.0,38.3,52.0,87.9,79.5,6.6,34.0,62.7,19.1,74.2,42.849999999999994,47.6,46.349999999999994,47.5,45.56666666666666,874.0,848.5,A,A
bshack,white-label,7.7,0.0,34.3,26.9,10.2,0.0,0.0,11.0,2.7,1.5,12.2,27.5,66.3,0.0,1.6,5.3,13.6,17.225,23.849999999999998,15.458333333333334,98.0,82.0,F,F
SinaMFE,webpack-marauder,12.5,0.0,35.2,22.2,10.3,0.0,0.0,13.3,10.9,11.1,25.2,5.8,47.1,0.0,31.6,5.9,15.1,17.475,21.125,14.833333333333334,92.0,98.5,F,F
keystonejs,keystone,45.9,28.2,75.8,30.1,39.2,43.5,39.5,53.5,77.9,82.1,28.2,25.8,59.8,43.0,84.2,43.925,50.4,44.99999999999999,53.2,47.375,907.5,899.0,A,A
ipfs,aegir,34.2,34.1,42.6,44.9,27.1,41.9,30.8,28.7,14.9,31.1,28.4,40.5,31.0,37.0,65.2,32.125,36.3,38.95,43.425,38.166666666666664,728.0,618.5,B,B
choerodon,choerodon-front-boot,4.4,0.0,35.7,26.8,10.4,9.3,0.0,14.2,11.2,17.3,25.1,3.2,63.1,0.0,51.8,8.475,18.9,16.725,29.525000000000002,18.24166666666667,131.0,138.0,F,F
kevrat,keystone-rus,0.0,0.0,47.8,1.4,10.4,0.0,0.0,5.7,1.4,4.0,12.1,5.1,36.6,0.1,86.2,4.025,15.6,12.299999999999999,32.0,16.108333333333334,108.0,102.5,F,F
nodecg,nodecg,31.0,24.3,65.1,24.4,27.9,35.8,25.0,42.1,46.2,48.1,25.9,48.2,50.8,30.4,52.2,32.7,38.1,36.199999999999996,45.400000000000006,38.1,726.0,660.5,B,B
react-component,rn-packager,6.6,0.0,25.4,49.5,10.5,0.0,0.0,15.1,13.3,13.2,21.7,12.3,38.6,0.0,47.8,6.4,16.9,20.375,24.675,17.150000000000002,114.0,118.5,F,F
JowayYoung,bruce-cli,8.5,23.7,18.9,10.8,10.1,13.8,0.5,21.8,29.4,38.7,17.4,1.6,24.5,0.2,1.7,11.55,13.6,15.474999999999998,7.0,11.341666666666667,49.0,82.0,F,F
palantir,blueprint,31.0,30.1,75.2,51.4,40.7,45.5,41.9,61.2,89.9,90.8,30.3,34.0,57.3,20.9,75.9,47.325,50.6,46.925000000000004,47.025,47.09166666666667,904.0,902.5,A,A
resin-io,resin-cli,31.0,31.2,73.9,0.0,35.3,41.0,36.8,38.1,31.4,46.8,24.8,49.2,31.7,40.3,80.5,37.8,40.2,34.025,50.425,40.74999999999999,789.0,716.0,B,B
TryGhost,Ghost,49.3,31.2,45.4,39.2,42.4,48.7,44.2,71.6,97.0,97.5,28.5,63.3,71.7,47.0,81.6,51.724999999999994,56.2,41.275,65.9,52.96666666666667,983.0,979.0,A,A
INSIDEM2M,slim,27.5,0.0,10.3,26.6,10.1,0.0,0.0,8.7,7.6,7.3,12.0,7.8,37.1,0.0,29.9,4.699999999999999,12.6,16.1,18.7,13.166666666666666,77.0,72.5,F,F
fluidtrends,chunky,3.0,0.0,17.7,19.9,10.1,0.0,0.0,9.7,12.5,10.7,5.2,10.5,56.3,0.0,50.2,4.949999999999999,14.7,10.149999999999999,29.25,14.783333333333331,91.0,95.0,F,F
npm,npm,18.3,0.0,11.8,61.0,10.2,0.0,0.0,71.1,88.0,93.5,23.8,79.0,14.5,0.0,61.4,20.325,30.6,22.775,38.725,27.274999999999995,425.0,469.5,C,C
