owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
pimterry,loglevel,31.2,23.8,57.1,61.0,44.0,30.1,13.3,60.1,60.4,51.7,79.7,48.8,44.7,16.0,59.7,36.875,43.2,43.275,42.3,40.81666666666667,790.0,777.0,B,B
Urthen,case-sensitive-paths-webpack-plugin,12.6,0.0,19.7,46.9,33.4,0.0,0.0,37.3,30.4,24.9,83.1,10.7,85.4,0.0,47.0,17.674999999999997,28.1,19.799999999999997,35.775,24.416666666666668,301.0,376.5,D,D
blakeembrey,pluralize,8.2,0.5,41.1,67.9,34.3,1.1,3.1,57.4,58.2,53.5,73.2,44.6,68.9,1.6,53.0,23.974999999999998,35.2,29.425,42.025,31.808333333333334,581.0,596.0,C,C
dashed,shallowequal,20.4,0.0,34.0,53.9,30.7,0.0,0.0,30.1,19.3,14.0,70.7,16.6,80.7,0.0,36.8,15.2,26.7,27.075,33.525,25.266666666666666,347.0,327.5,D,D
shelljs,shelljs,38.5,26.5,79.8,30.8,52.1,24.1,25.3,71.2,85.2,75.4,72.1,52.2,46.5,24.2,70.0,43.175000000000004,49.0,43.900000000000006,48.224999999999994,45.1,865.0,871.0,A,A
markedjs,marked,38.1,25.2,60.1,8.7,63.4,44.7,40.0,80.7,95.6,94.1,63.1,70.0,58.5,41.7,76.3,57.2,55.5,33.025,61.625,50.61666666666667,960.0,973.5,A,A
http-party,node-portfinder,23.5,0.0,23.1,51.9,33.2,1.7,0.0,55.4,43.5,40.3,82.6,55.0,53.4,0.5,63.8,22.575000000000003,32.7,24.625,43.175,30.125,540.0,542.5,C,C
PrismJS,prism,35.9,14.8,42.9,28.9,49.0,15.2,0.0,60.9,82.0,84.0,20.7,57.0,56.2,12.4,68.4,31.275,39.7,30.625,48.5,36.800000000000004,695.0,699.0,B,B
chaijs,chai,43.4,26.7,75.0,56.8,56.6,32.5,29.2,70.3,76.5,74.6,67.8,62.1,53.4,31.3,73.4,47.15,53.2,50.474999999999994,55.050000000000004,50.89166666666667,965.5,941.0,A,A
domenic,opener,13.7,0.0,22.1,62.4,35.3,0.0,0.0,40.6,25.1,18.4,71.3,47.8,64.0,0.0,18.6,18.975,26.1,24.549999999999997,32.599999999999994,25.375,351.0,302.5,D,D
sindresorhus,get-port,21.2,0.0,50.8,75.2,32.9,0.0,0.0,44.0,43.0,32.7,66.1,34.1,36.2,7.5,54.4,19.225,31.1,36.8,33.05,29.691666666666663,522.0,488.0,C,C
okonet,lint-staged,29.6,23.8,46.2,60.0,59.0,36.5,30.6,63.5,83.2,67.8,62.0,41.0,52.5,34.5,64.1,47.4,48.9,39.900000000000006,48.025,45.10833333333334,866.0,869.5,A,A
webpack-contrib,url-loader,28.9,0.0,55.2,61.5,33.0,0.0,0.0,58.5,52.1,50.2,79.0,52.5,85.2,0.0,53.8,22.875,38.0,36.4,47.875,35.71666666666667,669.0,657.0,B,B
reactjs,react-lifecycles-compat,14.4,0.0,54.3,33.0,33.0,0.0,0.0,31.8,32.0,20.8,70.3,4.2,79.1,0.0,46.5,16.2,27.5,25.425,32.449999999999996,24.691666666666663,313.5,357.0,D,D
luisrudge,postcss-flexbugs-fixes,18.9,0.0,39.2,12.1,33.0,8.8,0.0,40.5,39.8,21.3,82.2,18.6,72.3,0.0,52.3,20.575,28.4,17.55,35.8,24.641666666666666,310.0,390.0,D,D
jquery,jquery,41.0,31.1,88.2,61.3,56.8,36.7,27.5,83.6,97.9,98.7,79.5,58.5,69.7,34.6,87.7,51.15,60.8,55.39999999999999,62.625,56.39166666666666,997.0,997.0,A,A
cheeriojs,cheerio,51.5,34.3,74.6,48.3,50.3,46.1,29.1,77.7,94.5,87.3,64.9,64.2,66.1,37.9,73.4,50.800000000000004,57.7,52.175,60.400000000000006,54.458333333333336,994.0,991.0,A,A
mochajs,mocha,52.2,25.4,41.1,28.8,52.5,29.9,29.0,81.2,91.6,93.4,70.5,69.5,75.6,35.1,84.0,48.15,55.0,36.87500000000001,66.05,50.35833333333333,956.0,969.0,A,A
ljharb,json-stable-stringify,19.8,14.7,52.4,48.1,43.3,22.7,21.2,24.8,12.0,10.8,76.4,0.1,41.5,24.0,40.9,28.0,30.8,33.75,26.625,29.458333333333332,514.5,474.5,C,C
rbuckton,reflect-metadata,29.1,24.5,44.6,39.8,36.2,30.2,3.2,54.7,63.2,52.5,73.6,29.6,46.9,11.2,9.7,31.075000000000003,33.7,34.5,24.35,29.975000000000005,532.0,571.5,C,C
tomas,needle,15.4,25.2,51.2,53.9,44.6,15.7,21.3,61.8,53.9,58.7,75.4,59.4,59.2,16.3,63.0,35.85,42.9,36.425000000000004,49.475,40.583333333333336,786.0,770.0,B,B
archiverjs,node-archiver,40.3,32.8,46.9,42.1,48.1,36.0,25.5,58.4,61.4,57.6,55.5,59.1,40.7,30.6,42.7,42.0,43.4,40.525,43.275,41.93333333333334,811.5,784.0,A,B
webpack-contrib,copy-webpack-plugin,44.4,21.6,49.3,62.2,44.3,24.0,25.6,59.4,62.0,62.1,76.7,37.0,61.6,27.6,60.0,38.325,46.2,44.375,46.55,43.083333333333336,835.0,831.0,A,A
reworkcss,css,13.5,4.6,38.2,60.4,31.4,10.2,0.0,57.3,53.6,59.3,78.7,37.7,41.1,0.0,31.3,24.725,31.1,29.175,27.525000000000002,27.14166666666667,417.0,488.0,C,C
js-cookie,js-cookie,48.6,20.9,84.3,36.7,40.3,26.7,16.5,68.9,91.0,90.5,58.2,36.0,42.2,24.2,52.8,38.1,46.0,47.625,38.8,41.50833333333333,804.5,827.5,A,A
chrisdickinson,raf,23.3,0.0,41.3,85.1,27.1,0.0,0.0,46.9,39.6,31.6,81.8,34.6,40.8,0.0,49.8,18.5,30.9,37.425,31.299999999999997,29.075,500.0,478.0,C,C
webpack,webpack-cli,52.5,27.7,75.2,58.8,46.3,42.6,26.0,59.2,60.5,72.2,73.5,30.8,71.7,36.0,35.3,43.525000000000006,49.7,53.55,43.45,46.84166666666667,899.0,887.0,A,A
dominictarr,JSONStream,6.0,0.0,42.6,91.0,27.2,0.0,0.0,54.7,56.6,52.3,67.3,42.5,33.7,0.0,44.4,20.475,31.2,34.9,30.15,28.508333333333336,479.0,494.0,C,C
d3,d3-array,20.2,4.0,18.3,53.4,28.3,10.2,3.3,44.6,31.9,54.3,52.5,39.6,53.4,9.1,46.4,21.599999999999998,29.7,23.975,37.125,27.566666666666666,435.5,437.0,C,C
highlightjs,highlight.js,45.4,31.8,89.0,24.2,57.9,39.9,42.4,80.1,92.1,94.5,69.4,64.5,61.6,42.6,50.9,55.075,56.5,47.6,54.9,52.525000000000006,980.0,983.0,A,A
reduxjs,react-redux,39.7,22.3,75.0,22.4,53.4,38.5,35.8,75.8,92.2,94.2,74.8,42.1,80.7,37.1,72.5,50.875,55.4,39.85,58.099999999999994,49.60833333333333,951.0,971.5,A,A
facebook,fbjs,25.0,1.5,57.7,46.8,34.6,14.1,0.0,52.4,57.3,63.1,72.6,16.6,80.9,7.8,66.5,25.275,38.3,32.75,42.95,33.65833333333333,622.0,667.0,B,B
yeoman,update-notifier,44.4,2.4,57.8,61.5,32.5,4.8,3.4,57.5,55.3,48.9,76.5,49.1,39.2,4.3,61.5,24.55,36.9,41.525,38.525,34.86666666666667,649.0,632.5,B,B
postcss,postcss-nested,26.8,6.5,28.6,51.1,35.9,7.2,13.4,45.1,48.2,31.5,80.6,20.0,51.9,12.5,50.4,25.400000000000002,32.6,28.25,33.7,29.11666666666667,502.0,538.5,C,C
csstools,postcss-plugins,41.4,31.8,69.1,49.1,48.8,45.8,22.3,39.0,41.6,31.2,82.4,0.7,62.4,34.3,32.0,38.975,42.2,47.85,32.349999999999994,39.725,762.0,752.0,B,B
angular,angular-cli,41.0,34.6,89.6,64.7,58.0,47.6,39.1,67.9,93.9,98.0,32.6,47.2,59.7,44.0,42.6,53.15,55.6,57.474999999999994,48.375,53.0,985.0,976.0,A,A
reduxjs,reselect,33.3,28.6,37.2,22.4,50.3,42.4,32.4,67.4,88.8,73.9,70.6,36.1,69.9,34.5,58.5,48.12500000000001,48.4,30.375,49.75,42.75,827.5,862.0,A,A
fshost,node-dir,6.1,0.0,30.3,65.5,25.3,0.0,0.0,36.4,21.6,24.2,63.9,35.9,40.8,0.0,29.8,15.425,23.5,25.475,26.625,22.508333333333336,229.0,233.0,D,D
bruce,node-temp,23.7,0.0,31.4,74.8,26.3,0.0,0.0,30.3,31.5,30.1,7.2,52.2,39.0,0.0,55.3,14.15,25.7,32.474999999999994,36.625,27.75,446.0,289.0,C,D
Stuk,jszip,26.0,0.0,21.0,73.8,37.5,5.0,0.0,69.9,78.6,84.1,67.1,49.6,68.2,0.0,67.9,28.1,39.9,30.2,46.425000000000004,34.90833333333333,650.0,707.5,B,B
sinonjs,sinon,44.5,29.6,72.2,34.0,49.7,36.2,35.5,68.3,78.7,76.5,55.7,62.2,63.7,35.0,55.1,47.425,51.3,45.075,54.0,48.833333333333336,936.0,911.0,A,A
webpack-contrib,source-map-loader,43.5,18.2,47.0,62.2,34.5,24.0,24.0,45.9,28.1,37.3,79.9,38.1,64.9,24.8,50.5,32.1,40.7,42.725,44.575,39.800000000000004,765.0,728.0,B,B
arcanis,pnp-webpack-plugin,5.0,0.0,18.1,48.0,24.9,0.0,0.0,29.4,23.5,14.7,76.8,2.4,80.3,0.0,11.7,13.575,21.5,17.775,23.6,18.316666666666666,132.0,182.5,F,F
pngjs,pngjs,9.7,19.2,44.9,35.0,30.6,17.1,0.0,38.6,37.5,39.5,62.6,14.9,70.2,13.2,37.6,21.575000000000003,30.5,27.2,33.975,27.583333333333332,437.0,465.5,C,C
jshttp,basic-auth,22.3,0.0,28.9,57.4,24.8,0.0,0.0,46.2,38.5,37.0,72.4,36.7,47.5,0.0,33.0,17.75,27.1,27.15,29.3,24.733333333333334,315.0,347.5,D,D
Raynos,global,3.3,0.0,28.7,88.8,25.0,0.0,0.0,32.9,22.8,17.6,66.7,24.6,35.8,0.0,13.2,14.475,21.9,30.2,18.4,21.025,181.0,188.0,F,F
JedWatson,react-select,44.9,18.5,66.0,62.1,52.9,28.4,32.7,71.2,94.2,95.3,52.1,43.1,60.5,23.7,72.9,46.3,52.4,47.875,50.05,48.074999999999996,924.0,927.5,A,A
FezVrasta,popper.js,43.8,24.4,58.8,53.3,55.1,43.8,38.0,73.5,94.9,86.6,71.9,40.6,75.1,40.5,44.6,52.6,54.4,45.075,50.199999999999996,49.291666666666664,944.0,960.0,A,A
styled-components,polished,45.1,26.4,86.6,28.2,26.9,12.5,2.2,53.5,75.5,55.9,49.7,32.8,69.2,16.9,54.3,23.775000000000002,40.2,46.574999999999996,43.3,37.88333333333333,722.0,716.0,B,B
pvorb,node-md5,20.3,0.0,38.8,78.8,25.2,0.0,0.0,40.0,44.2,53.6,20.1,42.1,49.7,0.0,31.4,16.3,27.5,34.474999999999994,30.799999999999997,27.191666666666663,419.5,357.0,C,D
senchalabs,connect,29.9,0.0,51.7,59.5,27.7,0.0,0.0,71.8,79.1,82.0,77.8,48.2,46.0,0.0,15.1,24.875,34.2,35.275,27.325000000000003,29.15833333333333,505.0,578.0,C,C
styled-components,styled-components,46.0,30.4,76.2,28.2,57.0,38.0,39.3,73.8,96.6,92.0,69.8,36.9,74.2,39.8,48.4,52.025000000000006,54.5,45.199999999999996,49.824999999999996,49.01666666666666,939.0,962.0,A,A
jfromaniello,url-join,24.0,18.8,35.1,73.7,32.5,25.4,21.1,37.5,27.5,23.6,64.0,34.8,44.3,19.5,42.0,29.125,34.2,37.900000000000006,35.15,34.05833333333334,633.0,578.0,B,C
apollographql,graphql-tag,13.4,23.0,67.4,38.6,38.0,21.6,22.9,46.9,59.3,52.7,60.9,14.8,61.8,24.4,42.5,32.35,38.2,35.6,35.875,34.608333333333334,647.0,664.0,B,B
brix,crypto-js,20.4,13.6,69.9,45.4,39.2,9.2,4.1,67.0,86.1,91.7,57.4,32.9,35.1,2.0,48.7,29.875,37.6,37.325,29.675000000000004,32.291666666666664,594.0,648.5,C,B
arcanis,ts-pnp,1.4,0.0,16.4,47.8,24.4,0.0,0.0,25.7,13.4,11.3,76.0,2.1,43.5,0.0,5.6,12.524999999999999,16.7,16.4,12.8,13.908333333333331,85.0,113.5,F,F
gregberge,svgr,33.6,19.3,71.9,56.7,51.4,25.9,33.3,64.3,79.8,68.0,80.7,28.6,69.4,28.8,57.8,43.724999999999994,49.6,45.375,46.15,45.083333333333336,864.0,883.0,A,A
kentcdodds,cross-env,28.9,0.0,73.0,57.1,24.9,0.0,0.0,59.7,73.2,60.3,71.1,34.1,42.3,0.0,62.0,21.15,35.6,39.75,34.6,31.833333333333332,583.0,604.0,C,B
postcss,postcss-safe-parser,22.0,7.5,19.2,51.1,28.9,10.6,12.5,29.6,16.2,12.3,75.1,14.8,50.4,10.9,10.5,20.4,24.0,24.950000000000003,21.65,22.333333333333332,224.0,244.5,D,D
octokit,rest.js,21.5,29.4,68.6,28.6,49.4,38.1,33.0,26.1,33.6,29.8,10.5,30.3,58.0,38.2,57.7,36.65,38.6,37.025,46.050000000000004,39.90833333333333,770.0,672.5,B,B
jergason,recursive-readdir,17.0,0.0,26.1,74.1,25.3,0.0,0.0,47.2,27.3,38.6,82.0,41.0,65.5,0.0,45.3,18.125,30.5,29.299999999999997,37.95,28.458333333333332,478.0,465.5,C,C
blakeembrey,change-case,49.4,23.2,36.9,67.8,48.8,28.6,28.7,50.8,58.4,38.4,53.8,52.6,54.0,26.0,47.0,39.224999999999994,43.2,44.325,44.9,42.81666666666666,830.0,777.0,A,B
webpack-contrib,webpack-bundle-analyzer,30.0,22.7,67.9,61.9,41.5,24.2,28.8,57.7,82.9,69.8,69.6,8.7,78.6,26.5,59.0,38.050000000000004,47.4,45.625,43.199999999999996,42.291666666666664,822.0,847.0,A,A
isaacs,node-touch,5.5,0.0,32.2,86.9,24.5,0.0,0.0,37.3,16.4,13.5,77.0,42.5,69.0,0.0,5.4,15.45,25.4,31.150000000000002,29.225,25.275000000000002,348.0,283.5,D,D
remy,nodemon,52.1,21.2,83.9,63.7,47.9,30.1,20.2,82.7,93.6,87.8,77.6,71.7,77.5,33.8,60.9,45.225,57.0,55.224999999999994,60.974999999999994,53.80833333333333,992.0,989.0,A,A
matthew-andrews,isomorphic-fetch,25.3,0.0,38.4,74.8,27.9,0.0,0.0,59.0,74.3,61.5,71.5,28.8,45.3,0.0,28.8,21.725,31.9,34.625,25.724999999999998,27.358333333333334,427.0,515.0,C,C
que-etc,resize-observer-polyfill,4.3,0.0,31.5,19.0,24.5,0.0,0.0,46.9,55.0,47.4,63.2,21.8,73.9,0.0,13.3,17.85,24.4,13.7,27.25,19.599999999999998,153.0,255.5,F,D
node-modules,detect-port,30.8,1.3,61.4,57.8,24.3,2.9,0.0,32.1,28.2,18.5,57.2,24.5,39.6,11.1,43.0,14.825,27.6,37.825,29.549999999999997,27.400000000000002,430.0,359.5,C,D
babel,babylon,30.9,0.0,60.3,43.0,25.7,0.0,0.0,39.6,54.9,59.8,10.6,33.1,62.3,0.0,54.6,16.325,30.2,33.55,37.5,29.125,503.0,452.5,C,C
emotion-js,emotion,41.8,19.0,81.4,17.2,50.5,22.8,24.6,63.5,87.1,81.7,48.2,37.0,78.6,27.8,65.4,40.35,48.3,39.849999999999994,52.2,44.133333333333326,847.0,859.0,A,A
slevithan,xregexp,28.2,0.0,43.4,26.6,32.9,3.0,0.0,62.9,63.9,64.0,72.2,51.4,61.7,0.0,54.6,24.700000000000003,34.5,24.549999999999997,41.925000000000004,30.39166666666667,550.0,584.0,C,C
auth0,jwt-decode,37.7,27.7,56.5,69.5,48.0,42.4,31.9,54.0,63.0,65.6,55.4,31.9,60.0,36.0,55.6,44.075,48.3,47.85,45.875,45.93333333333334,883.0,859.0,A,A
twbs,bootstrap,41.8,33.4,86.3,36.4,57.8,44.6,41.6,86.3,99.7,99.9,77.7,68.0,49.4,45.2,58.4,57.574999999999996,58.7,49.475,55.25,54.1,993.0,994.5,A,A
markdown-it,markdown-it,51.0,29.9,75.6,44.5,53.2,32.4,35.3,62.5,86.9,87.6,56.0,19.5,41.3,32.8,42.5,45.85000000000001,48.0,50.25,34.025,43.375,839.0,853.5,A,A
facebook,create-react-app,31.0,14.1,90.8,46.6,43.4,21.0,0.0,79.4,99.2,99.2,85.6,33.6,89.1,12.6,77.8,35.95,51.6,45.625,53.27499999999999,44.949999999999996,861.0,915.0,A,A
d3,d3-shape,22.0,3.0,19.9,53.6,31.9,4.5,4.2,52.3,60.2,62.6,51.8,34.5,52.5,3.5,40.3,23.224999999999998,30.6,24.625,32.7,26.849999999999998,406.0,469.5,C,C
pinojs,pino,37.5,30.3,75.3,28.3,56.7,38.0,39.8,63.2,83.6,77.9,50.3,41.0,41.3,40.3,79.3,49.425,51.1,42.85,50.474999999999994,47.583333333333336,911.5,909.0,A,A
socketio,socket.io,43.7,30.1,61.7,31.1,53.0,28.1,31.8,85.9,98.1,97.6,76.6,71.3,79.2,31.8,41.0,49.7,54.0,41.65,55.825,49.05833333333334,940.0,953.0,A,A
gajus,eslint-plugin-flowtype,18.6,0.0,80.7,59.0,26.0,0.0,0.0,54.2,47.4,49.6,82.3,37.7,56.3,0.0,80.9,20.05,37.1,39.575,43.724999999999994,34.449999999999996,640.5,638.5,B,B
npm,read,6.8,26.2,64.9,61.3,34.4,31.7,22.4,37.2,20.1,22.8,59.5,46.2,37.3,31.4,37.7,31.425000000000004,35.5,39.8,38.150000000000006,36.458333333333336,682.5,600.5,B,B
webpack-contrib,raw-loader,24.7,0.0,50.2,62.0,25.6,0.0,0.0,49.4,43.1,39.1,67.9,47.6,81.7,0.0,33.9,18.75,32.7,34.225,40.8,31.258333333333336,567.0,542.5,C,C
npm,cli,33.1,31.1,75.6,60.7,57.8,45.1,42.0,55.6,76.4,93.1,19.1,33.7,58.9,44.9,52.4,50.125,51.5,50.125,47.474999999999994,49.24166666666667,942.0,913.5,A,A
d3,d3-scale,20.1,12.6,20.3,53.4,31.7,9.1,4.3,51.3,53.8,62.0,51.5,37.8,56.3,4.1,39.2,24.099999999999998,31.5,26.6,34.349999999999994,28.349999999999998,473.0,501.0,C,C
less,less.js,45.7,24.1,73.3,55.2,45.8,22.8,17.5,63.6,87.0,94.3,6.3,66.8,56.4,22.6,51.0,37.425,46.3,49.575,49.2,45.4,872.0,832.0,A,A
sindresorhus,multimatch,22.5,1.3,56.9,75.8,27.6,2.6,4.4,33.0,24.9,17.8,56.1,33.2,34.3,3.6,52.4,16.900000000000002,28.4,39.125,30.874999999999996,28.96666666666667,496.0,390.0,C,D
dankogai,js-base64,37.0,13.6,51.2,75.8,31.4,12.8,12.6,69.5,67.5,84.7,76.1,49.8,40.6,18.4,50.5,31.574999999999996,42.3,44.4,39.825,38.6,742.5,754.5,B,B
mikehall314,es6-promisify,31.2,0.0,36.7,11.9,25.8,0.0,0.0,40.6,34.2,21.5,68.2,38.5,73.6,0.5,14.9,16.6,24.7,19.950000000000003,31.875,22.808333333333337,241.0,262.0,D,D
oliviertassinari,babel-plugin-transform-react-remove-prop-types,15.2,0.0,51.4,38.0,25.5,0.0,0.0,46.8,44.4,29.5,81.0,32.1,84.1,0.0,43.8,18.075,31.0,26.15,40.0,28.075,458.5,482.0,C,C
npm,osenv,4.4,0.0,46.1,60.7,26.2,0.0,0.0,37.7,17.7,16.3,78.4,38.2,75.8,0.0,25.5,15.975000000000001,27.0,27.8,34.875,26.21666666666667,387.0,341.5,D,D
bevacqua,hash-sum,0.1,0.0,33.0,79.4,26.2,0.0,0.0,32.4,24.6,17.9,71.7,15.2,60.3,0.0,3.6,14.649999999999999,22.6,28.125,19.775,20.849999999999998,177.0,204.5,F,D
mongodb,js-bson,0.0,29.8,52.8,47.8,38.0,36.0,35.1,43.2,47.3,60.2,6.1,59.2,41.8,32.0,68.4,38.075,39.9,32.599999999999994,50.349999999999994,40.34166666666666,779.0,707.5,B,B
bjyoungblood,es6-error,10.1,0.0,32.9,59.7,26.3,0.0,0.0,30.3,21.5,20.7,54.2,24.8,72.1,0.0,50.5,14.15,26.4,25.675,36.85,25.558333333333337,358.0,316.5,D,D
jest-community,jest-watch-typeahead,9.1,34.4,25.8,18.7,29.2,34.8,12.7,35.9,29.6,14.6,80.5,19.0,62.3,24.1,47.5,28.15,32.0,22.0,38.225,29.458333333333332,514.5,519.5,C,C
babel,babel-eslint,31.2,0.0,70.5,43.1,26.4,0.0,0.0,59.0,62.7,58.0,78.3,36.9,81.6,0.0,73.5,21.35,38.9,36.2,48.0,35.18333333333334,657.0,676.0,B,B
niksy,throttle-debounce,25.9,0.0,46.8,58.8,27.9,0.0,0.0,42.1,45.8,41.8,55.6,25.1,48.3,0.0,30.5,17.5,27.6,32.875,25.975,25.45,356.0,359.5,D,D
gulpjs,vinyl,20.8,0.0,57.7,56.2,26.4,0.0,0.0,50.2,50.2,41.3,64.7,44.5,41.2,1.9,63.0,19.15,32.0,33.675,37.650000000000006,30.15833333333333,542.0,519.5,C,C
webpack-contrib,webpack-hot-middleware,21.5,21.9,58.6,62.5,39.3,21.0,27.0,51.3,59.5,63.2,60.6,22.0,57.9,13.5,67.2,34.65,41.9,41.125,40.15,38.64166666666667,744.0,747.5,B,B
puppeteer,puppeteer,37.1,29.5,56.1,8.1,55.4,47.2,41.0,71.0,98.7,97.3,51.4,36.8,61.9,44.8,46.1,53.65,50.7,32.7,47.400000000000006,44.583333333333336,854.0,904.5,A,A
sockjs,sockjs-client,31.3,25.9,75.0,53.8,37.5,15.8,13.1,74.3,77.1,84.2,79.6,56.3,66.4,24.7,38.0,35.175,46.5,46.5,46.349999999999994,42.67499999999999,826.0,834.5,A,A
philbooth,bfj,0.0,0.0,74.3,43.1,22.7,0.0,0.0,32.0,18.9,9.6,80.4,19.0,52.4,0.0,11.4,13.675,22.5,29.35,20.7,21.24166666666667,190.0,201.5,F,D
reduxjs,redux-thunk,39.0,14.2,65.1,22.2,41.3,24.4,27.7,67.5,88.2,81.4,71.4,29.1,65.6,26.1,67.8,40.224999999999994,46.7,35.125,47.14999999999999,40.83333333333333,791.0,840.0,B,A
mongodb,node-mongodb-native,0.0,32.4,87.2,47.8,36.1,43.4,36.9,79.3,79.3,88.3,75.2,74.5,70.8,41.5,48.9,48.925,53.4,41.849999999999994,58.925,49.9,953.0,945.5,A,A
omnidan,node-emoji,36.7,24.0,71.1,60.4,39.3,34.8,25.2,52.6,50.3,58.9,64.3,37.0,71.6,34.9,56.1,37.975,47.0,48.050000000000004,49.9,45.30833333333334,870.0,844.5,A,A
expressjs,serve-favicon,34.9,0.0,45.5,57.2,25.1,0.0,0.0,42.5,37.1,34.6,57.3,40.9,45.9,0.0,19.6,16.9,26.8,34.400000000000006,26.6,25.96666666666667,374.5,331.0,D,D
request,request-promise-native,11.6,0.0,30.1,50.5,23.9,0.0,0.0,41.9,47.8,34.3,75.7,9.8,48.6,0.0,10.2,16.45,23.1,23.05,17.15,18.883333333333333,142.0,218.0,F,D
brianc,node-postgres,28.3,29.0,47.6,81.8,52.7,32.4,36.6,53.9,81.6,82.6,5.0,46.6,56.3,35.2,59.2,43.9,47.9,46.675,49.324999999999996,46.633333333333326,894.0,852.0,A,A
jasmine,jasmine,38.5,19.9,67.2,52.7,40.1,22.0,17.4,68.5,86.2,91.1,24.0,72.8,32.6,8.7,63.4,37.0,43.6,44.575,44.375,41.983333333333334,814.0,789.0,A,B
expressjs,multer,38.3,8.9,49.5,57.1,40.9,10.2,13.2,63.8,81.4,81.3,65.9,26.4,45.4,6.6,70.0,32.025,41.1,38.45,37.1,35.85833333333333,671.0,735.0,B,B
paulmillr,es6-shim,23.8,0.9,43.0,36.3,24.3,1.9,0.1,59.6,63.3,67.6,43.9,63.7,41.7,6.8,22.9,21.474999999999998,29.5,26.0,33.775,27.083333333333332,413.5,427.0,C,C
shellscape,webpack-manifest-plugin,28.3,0.0,71.0,39.3,24.9,0.0,0.0,54.2,52.5,53.3,81.3,29.9,76.8,9.0,54.2,19.775,36.0,34.65,42.475,32.300000000000004,595.0,614.5,C,B
i18next,i18next,47.0,26.4,51.5,32.1,52.5,37.6,36.1,65.4,74.6,72.8,45.2,69.2,61.8,30.0,51.0,47.9,48.6,39.25,53.0,46.71666666666667,898.0,866.0,A,A
socketio,socket.io-client,49.3,11.5,42.7,31.1,40.1,14.0,9.9,79.5,80.1,93.6,73.3,71.0,76.2,19.2,61.0,35.875,46.7,33.65,56.849999999999994,42.125,817.0,840.0,A,A
stylelint,stylelint,39.9,27.6,78.3,18.6,54.4,45.9,40.5,66.7,80.6,80.5,56.9,48.8,56.4,43.5,52.6,51.875,51.4,41.099999999999994,50.325,47.76666666666667,916.0,912.0,A,A
stephenhandley,requireindex,14.7,0.0,21.0,43.4,23.7,0.0,0.0,30.1,14.6,12.6,54.3,39.0,31.5,0.0,5.6,13.45,17.6,19.775,19.025,17.416666666666664,120.0,125.0,F,F
eslint-community,eslint-plugin-promise,17.1,4.0,72.7,8.8,31.1,2.2,0.0,40.6,44.1,39.0,64.2,15.0,58.9,6.5,75.8,18.475,31.1,25.650000000000002,39.05,27.724999999999998,444.0,488.0,C,C
expressjs,morgan,22.2,0.0,48.6,57.2,28.4,2.2,0.0,65.6,75.9,71.1,73.4,41.9,49.6,0.0,45.2,24.049999999999997,34.8,32.0,34.175000000000004,30.075,537.5,589.0,C,C
googlechrome,workbox,43.6,10.8,55.8,31.6,38.4,17.9,0.0,68.7,82.2,77.1,80.8,34.7,70.4,14.3,61.4,31.25,42.9,35.45,45.2,37.300000000000004,706.5,770.0,B,B
vuejs,core,28.6,35.0,50.6,47.0,56.5,47.5,43.8,57.6,96.9,96.9,4.9,31.8,40.3,46.1,66.9,51.349999999999994,49.6,40.3,46.275000000000006,45.975,884.0,883.0,A,A
npm,fstream,3.2,0.0,28.8,61.1,23.4,0.0,0.0,41.0,20.7,27.0,74.5,42.0,71.9,0.0,53.8,16.1,28.5,23.275,41.925,27.099999999999998,415.0,395.5,C,D
sindresorhus,debounce,63.3,27.1,52.8,76.2,32.0,11.8,19.5,41.2,38.6,34.7,59.6,31.7,37.5,11.7,48.8,26.125,37.4,54.849999999999994,32.425,37.8,720.0,644.5,B,B
luin,ioredis,33.9,17.4,83.5,53.9,39.3,15.9,0.2,64.5,84.0,82.2,46.9,45.0,63.8,9.2,67.3,29.975,44.2,47.175000000000004,46.324999999999996,41.15833333333333,801.0,800.0,A,A
ladjs,supertest,39.1,15.1,66.6,41.5,35.0,10.2,10.0,70.2,84.3,76.2,63.7,56.4,52.8,9.9,68.2,31.35,43.2,40.574999999999996,46.825,39.583333333333336,759.5,777.0,B,B
dominictarr,map-stream,3.5,0.0,17.5,90.9,22.9,0.0,0.0,32.6,16.3,15.9,61.3,36.9,33.7,0.0,18.8,13.875,21.4,27.975,22.35,21.400000000000002,196.0,177.0,F,F
cthackers,adm-zip,17.3,7.6,38.5,43.3,37.2,5.3,10.1,58.8,57.2,66.1,66.3,45.5,53.5,5.0,70.3,27.849999999999998,36.5,26.674999999999997,43.575,32.699999999999996,603.0,622.5,B,B
bgrins,TinyColor,35.7,1.9,59.9,56.9,28.6,2.8,0.0,48.9,69.5,68.6,12.3,45.2,16.3,4.8,36.2,20.075,29.3,38.6,25.625,28.099999999999998,464.0,419.5,C,C
dominictarr,event-stream,19.2,0.0,56.0,91.1,23.0,0.0,0.0,53.5,58.9,49.9,60.2,45.0,46.2,0.0,35.2,19.125,32.5,41.575,31.6,30.76666666666667,559.0,534.5,C,C
