owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
luigimannoni,tovar.js,0.0,0.0,17.9,20.7,12.1,0.0,0.0,9.8,6.5,1.7,20.5,10.3,38.1,0.0,1.4,5.475,9.2,9.649999999999999,12.45,9.191666666666665,31.0,30.5,F,F
meepobrother,nger,0.0,0.0,31.8,51.6,12.1,0.0,0.0,9.7,12.7,13.4,11.7,1.1,32.7,0.0,9.5,5.449999999999999,12.2,20.85,10.825000000000001,12.375,65.0,68.5,F,F
GuillaumeIsabelleX,gix-npm-server,0.0,0.0,18.1,41.8,12.2,0.0,0.0,4.4,2.3,1.8,11.5,2.0,21.8,0.0,1.4,4.15,7.8,14.975,6.3,8.475,23.0,18.0,F,F
conveyal,modeify,0.0,0.0,29.5,62.7,12.2,0.0,0.0,20.0,13.0,19.1,11.4,36.3,69.0,0.0,47.3,8.05,21.5,23.05,38.15,23.083333333333332,293.0,205.0,D,D
rachmanzz,bim,0.0,0.0,16.4,32.9,12.2,0.0,0.0,6.3,3.1,1.9,19.4,0.9,32.7,0.0,1.9,4.625,8.6,12.325,8.875,8.608333333333333,25.0,26.5,F,F
smashingboxes,smashing-dev-tool,0.0,0.0,31.6,37.0,12.3,0.0,0.0,13.2,4.6,8.2,17.4,22.7,34.2,0.0,5.8,6.375,11.9,17.15,15.675,13.066666666666668,77.0,63.0,F,F
jkhax0r,require_bluetooth_le,0.0,0.0,9.3,22.5,11.8,0.0,0.0,8.4,2.0,1.0,19.1,11.4,16.9,0.0,1.6,5.050000000000001,6.6,7.95,7.475,6.825,11.0,11.0,F,F
elandamor,the-react-scripts,0.0,0.0,8.0,21.4,11.9,0.0,0.0,2.6,2.5,1.1,6.4,0.5,43.8,0.0,1.8,3.625,7.3,7.35,11.524999999999999,7.5,15.0,14.5,F,F
unctionjs,complete,0.0,0.0,45.3,48.0,11.9,0.0,0.0,9.3,7.4,1.2,23.1,5.6,64.2,0.0,1.9,5.300000000000001,14.7,23.325,17.925,15.516666666666666,105.0,101.0,F,F
hades217,lightsight,0.0,0.0,55.6,37.3,11.9,0.0,0.0,7.9,4.4,6.2,17.8,3.3,37.8,0.0,1.9,4.95,12.1,23.225,10.749999999999998,12.975,75.0,67.0,F,F
Joywok,JwComponents,0.0,0.0,8.8,40.5,12.0,0.0,0.0,8.1,2.6,1.3,22.3,6.1,17.1,0.0,1.9,5.025,7.7,12.325,6.275,7.875,19.0,17.0,F,F
founderlab,frameworkstein,0.0,7.4,21.5,37.8,15.1,14.8,9.2,5.4,4.5,6.1,6.5,4.5,61.3,16.0,17.9,11.125,16.7,16.674999999999997,24.924999999999997,17.575,134.0,122.5,F,F
teambit,bit,33.0,32.2,77.6,29.4,33.1,48.1,38.3,52.0,87.9,79.5,6.6,34.0,62.7,19.1,74.2,42.875,46.7,43.050000000000004,47.5,44.475,866.0,847.0,A,A
bshack,white-label,0.0,0.0,34.6,27.2,4.4,0.0,0.0,11.0,2.7,1.4,12.2,27.6,66.3,0.0,1.6,3.85,12.6,15.45,23.875,14.391666666666666,94.0,73.5,F,F
SinaMFE,webpack-marauder,0.0,0.0,35.2,22.2,10.3,0.0,0.0,13.3,10.9,11.2,25.2,5.8,47.1,0.0,31.6,5.9,14.3,14.350000000000001,21.125,13.791666666666666,86.0,91.0,F,F
keystonejs,keystone,33.1,28.2,75.5,30.0,39.2,43.6,39.5,53.5,77.9,82.1,28.2,25.8,59.8,43.0,84.2,43.95,49.6,41.699999999999996,53.2,46.28333333333334,902.0,894.0,A,A
ipfs,aegir,26.3,34.1,42.1,44.9,27.1,42.0,30.8,28.8,14.9,31.1,28.4,40.6,31.0,37.0,65.2,32.175000000000004,35.8,36.85,43.449999999999996,37.49166666666667,726.0,626.5,B,B
choerodon,choerodon-front-boot,0.0,0.0,36.2,26.9,10.4,7.2,0.0,14.3,11.2,17.7,25.1,3.1,63.1,0.0,51.8,7.975,18.5,15.775,29.5,17.75,136.0,141.5,F,F
kevrat,keystone-rus,0.0,0.0,47.1,1.2,10.4,0.0,0.0,5.5,1.4,3.5,12.1,5.0,37.2,0.1,86.2,3.975,15.6,12.075000000000001,32.125,16.058333333333334,113.0,107.0,F,F
nodecg,nodecg,21.7,24.3,65.0,24.4,27.9,35.8,25.0,42.1,46.2,48.1,25.9,48.2,50.8,30.4,52.2,32.7,37.5,33.85,45.400000000000006,37.31666666666667,723.0,662.0,B,B
react-component,rn-packager,0.0,0.0,24.7,49.5,10.0,0.0,0.0,15.1,13.3,12.7,22.0,12.3,38.6,0.0,47.8,6.275,16.4,18.55,24.675,16.5,117.0,116.5,F,F
JowayYoung,bruce-cli,0.0,23.7,18.5,10.8,10.2,13.8,0.5,21.8,29.4,38.7,17.5,1.6,24.5,0.2,1.7,11.575,13.0,13.25,7.0,10.608333333333333,44.0,78.5,F,F
palantir,blueprint,27.1,30.1,74.9,51.4,40.8,45.7,41.9,61.3,89.9,90.8,30.3,34.1,57.3,20.9,75.9,47.425000000000004,50.3,45.875,47.05,46.78333333333334,913.0,905.5,A,A
resin-io,resin-cli,30.0,31.2,74.0,0.0,35.4,41.0,36.8,38.1,31.4,46.8,24.8,49.3,31.7,40.3,80.5,37.825,40.1,33.8,50.45,40.69166666666667,806.0,725.0,A,B
TryGhost,Ghost,32.7,31.2,44.9,39.2,42.4,48.8,44.2,71.6,97.0,97.5,28.5,63.4,71.7,47.0,81.6,51.75,55.1,37.0,65.925,51.55833333333334,981.0,976.0,A,A
INSIDEM2M,slim,0.0,0.0,10.3,26.4,10.2,0.0,0.0,8.3,7.6,5.9,12.0,7.8,37.9,0.0,29.9,4.625,10.9,9.175,18.9,10.9,50.0,54.0,F,F
fluidtrends,chunky,0.0,0.0,17.2,20.1,10.2,0.0,0.0,9.7,12.5,10.8,5.2,10.2,56.2,0.0,50.2,4.975,14.5,9.325,29.150000000000002,14.483333333333334,96.0,99.0,F,F
npm,npm,0.0,0.0,11.9,61.0,10.2,0.0,0.0,71.1,88.0,93.5,23.8,79.1,14.4,0.0,61.4,20.325,29.5,18.225,38.724999999999994,25.75833333333333,410.0,448.5,C,C
shubhsherl,Ghost,0.0,0.0,11.8,34.0,3.3,0.0,0.0,4.3,1.6,2.6,11.9,1.2,36.6,0.0,87.3,1.9,14.6,11.45,31.275000000000002,14.875,100.0,100.0,F,F
suntoe,wnode,0.0,0.0,18.5,62.1,3.4,0.0,0.0,7.1,1.7,2.7,17.0,7.0,60.0,0.0,1.8,2.625,12.2,20.15,17.2,13.324999999999998,80.0,68.5,F,F
smartprix,sm-webpack-config,0.0,0.0,35.7,24.4,3.4,0.0,0.0,11.2,5.1,8.3,22.8,8.5,36.5,0.0,24.7,3.65,11.9,15.025,17.425,12.033333333333333,63.0,63.0,F,F
bdefore,redux-universal-starter,0.0,0.0,61.3,48.4,3.4,0.0,0.0,23.5,32.1,25.5,23.9,12.7,37.1,0.0,59.2,6.725,21.1,27.424999999999997,27.250000000000004,20.46666666666667,195.0,191.0,F,F
codemotion,cogear.js,0.0,0.0,39.6,0.0,3.5,0.0,0.0,17.1,25.6,17.5,22.6,2.5,34.4,0.0,7.7,5.15,10.5,9.9,11.15,8.733333333333334,27.0,47.0,F,F
apache,couchdb-fauxton,22.4,17.8,75.2,63.0,18.5,29.4,22.2,36.8,28.3,56.9,23.3,38.5,52.8,24.8,80.0,26.724999999999998,39.3,44.599999999999994,49.025000000000006,40.11666666666667,792.0,701.0,B,B
idancali,react-native,0.0,0.0,56.2,31.2,3.5,0.0,0.0,8.2,1.8,2.8,21.4,6.8,15.8,0.0,87.5,2.925,16.4,21.85,27.525,17.433333333333334,131.0,116.5,F,F
superdesk,superdesk-client-core,3.4,31.2,51.2,34.9,18.5,43.2,35.2,28.7,11.8,37.7,25.7,39.5,67.5,39.2,81.6,31.400000000000002,38.5,30.174999999999997,56.95,39.50833333333333,778.0,678.0,B,B
maxijonson,tchin-react-components,0.0,0.0,39.9,16.3,3.1,0.0,0.0,7.5,4.8,2.9,18.8,3.3,63.7,0.0,1.2,2.65,11.0,14.05,17.05,11.25,55.0,55.5,F,F
davanmonet,DaVanMonet,0.0,0.0,33.5,14.3,3.1,0.0,0.0,14.5,8.3,7.9,18.9,23.0,69.6,0.0,50.4,4.4,16.9,11.95,35.75,17.366666666666667,130.0,126.0,F,F
zero1five,lambda,0.0,0.0,17.5,33.6,3.1,0.0,0.0,5.8,0.8,6.0,15.8,0.7,69.4,0.0,3.3,2.225,11.0,12.775,18.35,11.116666666666667,51.0,55.5,F,F
ssbc,patchwork,0.0,0.0,47.0,45.4,3.2,0.0,0.0,48.4,65.9,67.1,21.7,38.9,61.2,0.0,81.5,12.9,30.0,23.1,45.4,27.133333333333336,460.5,471.5,C,C
Travelab,scot4,0.0,0.0,31.7,23.1,3.2,0.0,0.0,12.2,0.9,2.4,14.7,30.7,68.3,0.0,31.6,3.8499999999999996,15.1,13.7,32.65,16.73333333333333,124.0,104.0,F,F
facebook,metro,30.7,32.6,79.4,47.0,34.0,41.6,41.8,60.4,69.8,72.4,65.0,34.4,75.0,34.5,89.3,44.45,53.3,47.425000000000004,58.300000000000004,50.05833333333334,966.5,951.0,A,A
react-zeroconfig,react-zeroconfig,0.0,0.0,38.6,1.6,3.3,0.0,0.0,8.9,11.0,7.7,1.7,15.3,62.6,0.0,0.0,3.05,10.2,10.05,19.475,10.858333333333334,47.0,42.5,F,F
websage-team,super-project,0.0,10.8,48.1,22.8,3.4,23.2,0.4,21.1,13.1,13.2,25.3,32.6,33.6,3.2,48.6,12.024999999999999,19.7,20.425,29.5,20.650000000000002,202.0,156.5,D,F
devCrossNet,universal-cli,0.0,0.0,32.2,9.6,3.0,0.0,0.0,16.2,15.1,14.1,26.0,9.7,14.3,0.0,65.8,4.8,13.6,10.450000000000001,22.45,12.566666666666668,68.0,85.5,F,F
skypager,skypager,0.0,0.0,71.5,37.0,3.0,7.0,0.0,11.2,10.0,9.5,23.0,2.5,69.4,4.5,0.7,5.3,16.7,27.125,19.275000000000002,17.233333333333334,128.0,122.5,F,F
xiefei89,rc-tools,0.0,0.0,15.8,1.6,2.6,0.0,0.0,5.0,3.3,2.5,11.2,3.1,8.3,0.0,49.0,1.9,7.3,4.3500000000000005,15.1,7.116666666666667,13.0,14.5,F,F
nextstrain,auspice,28.0,28.7,53.8,16.6,21.2,38.8,28.4,32.4,24.4,50.8,24.4,30.1,61.9,31.8,80.8,30.199999999999996,38.0,31.775,51.15,37.708333333333336,732.0,672.5,B,B
andywer,ava-ts,0.0,0.0,25.5,46.9,2.7,0.0,0.0,14.8,15.8,11.5,27.4,4.6,67.0,0.0,83.4,4.375,21.0,18.1,38.75,20.408333333333335,193.0,187.0,F,F
GrabarzUndPartner,gp-boilerplate-environment,0.0,0.0,3.9,21.1,2.7,0.0,0.0,8.1,2.8,2.2,20.7,6.6,30.6,0.0,0.5,2.7,6.4,6.25,9.425,6.125,10.0,10.0,F,F
Netflix,conductor,30.2,36.1,63.7,56.0,32.4,40.3,41.2,59.7,83.5,91.5,25.8,37.9,63.8,41.8,92.7,43.400000000000006,52.6,46.5,59.050000000000004,49.650000000000006,955.0,939.5,A,A
Azure,azure-xplat-cli,0.0,0.0,84.3,50.7,2.2,0.0,0.0,47.2,37.4,66.9,26.5,58.0,56.2,0.0,94.3,12.350000000000001,33.0,33.75,52.125,32.74166666666667,622.0,563.5,B,C
openfin-js-app,react-openfin-scripts,0.0,0.0,46.7,8.9,2.3,0.0,0.0,5.9,0.2,2.3,20.1,1.0,32.3,0.0,4.0,2.05,8.2,13.9,9.325,8.424999999999999,22.0,21.5,F,F
vueComponent,tools,0.0,0.0,20.9,13.7,2.3,0.0,0.0,11.2,8.5,10.2,23.6,2.5,14.1,0.0,51.4,3.375,10.6,8.649999999999999,17.0,9.674999999999999,38.0,48.5,F,F
vatesfr,xo-server,0.0,0.0,17.4,35.0,2.3,0.0,0.0,4.6,5.8,8.0,0.6,4.0,6.2,0.0,0.5,1.7249999999999999,5.2,13.1,2.675,5.833333333333333,8.0,5.0,F,F
yanxlg,rc-tools,0.0,0.0,28.0,29.1,2.4,0.0,0.0,5.0,0.3,2.0,15.1,2.6,30.3,0.0,0.6,1.85,7.6,14.275,8.375,8.166666666666666,20.0,16.0,F,F
zxf969175364,keystone,0.0,0.0,47.0,28.6,2.4,0.0,0.0,8.2,4.0,2.1,15.0,11.6,10.4,0.0,83.5,2.65,14.8,18.9,26.375,15.975,112.0,102.0,F,F
umijs,umi,23.9,25.3,63.1,35.7,34.7,43.1,42.7,61.4,85.8,92.4,32.2,35.1,73.3,45.9,61.8,45.474999999999994,49.7,37.0,54.025,45.5,886.0,897.0,A,A
cmux,super,0.0,10.8,47.2,12.1,2.6,23.4,0.3,21.1,13.2,13.0,25.4,32.7,34.1,3.6,48.6,11.85,19.0,17.525,29.75,19.708333333333332,179.0,147.0,F,F
ssbc,patchbay,0.0,0.0,54.4,45.4,2.0,0.0,0.0,26.7,29.0,35.4,22.1,20.3,64.7,0.0,66.5,7.175,24.0,24.95,37.875,23.333333333333332,305.0,262.5,D,D
mbret,chewie-system,0.0,0.0,27.6,45.6,2.0,0.0,0.0,9.9,5.9,3.3,22.4,8.0,30.9,0.0,0.9,2.975,9.9,18.3,9.95,10.408333333333333,41.5,37.5,F,F
Frezc,rc-tools,0.0,0.0,30.3,36.7,2.0,0.0,0.0,6.8,0.6,3.4,18.4,4.7,13.0,0.0,43.6,2.2,10.8,16.75,15.325000000000001,11.424999999999999,57.0,52.0,F,F
krakenjs,grumbler,0.0,0.0,51.0,64.7,2.1,0.0,0.0,14.2,24.8,22.5,2.2,7.5,14.1,0.0,13.9,4.075,13.3,28.925,8.875,13.958333333333334,90.0,82.5,F,F
pavjacko,renative,30.4,33.0,76.0,25.5,29.2,45.9,36.3,38.8,55.2,53.0,26.1,20.8,62.0,40.8,62.0,37.55,43.0,41.225,46.400000000000006,41.725,825.0,785.5,A,B
utryfe,vue-cli-builder,0.0,0.0,28.4,8.8,2.1,0.0,0.0,2.6,3.5,3.9,2.3,0.8,58.6,0.0,2.0,1.175,8.2,9.3,15.35,8.608333333333334,26.0,21.5,F,F
duanguang,brain-vue-cli,0.0,0.0,44.9,38.4,2.2,0.0,0.0,7.5,2.1,4.0,21.2,2.6,69.8,0.0,2.1,2.425,13.2,20.825,18.624999999999996,13.958333333333334,90.0,81.0,F,F
jasonvillalon,generator-arwen,0.0,0.0,54.3,45.5,2.2,0.0,0.0,8.5,2.9,4.1,14.4,12.5,38.9,0.0,2.1,2.675,12.0,24.95,13.375,13.666666666666666,85.0,65.5,F,F
DEEP-IMPACT-AG,cherry,0.0,0.0,33.9,32.9,1.7,0.0,0.0,8.2,6.6,4.2,20.0,1.9,60.5,0.0,2.4,2.4749999999999996,11.6,16.7,16.2,11.791666666666666,62.0,61.0,F,F
Automattic,zeditor,0.0,0.0,32.3,55.6,1.7,0.0,0.0,13.9,12.4,10.1,16.4,16.9,29.2,0.0,25.0,3.9,13.6,21.975,17.775,14.549999999999999,98.0,85.5,F,F
adlnet,xAPIWrapper,0.0,0.0,50.0,35.9,1.8,0.0,0.0,32.3,20.8,43.1,22.9,42.5,50.4,0.0,32.5,8.524999999999999,20.5,21.475,31.35,20.45,194.0,172.5,F,F
gitana,cloudcms-server,0.0,5.1,53.3,50.0,2.1,10.2,1.0,20.2,9.9,13.6,24.5,32.8,32.0,0.5,39.4,8.375,18.9,27.1,26.175,20.55,198.0,145.5,F,F
douhao4648,jujin-dv,0.0,0.0,39.6,10.2,1.8,0.0,0.0,9.4,8.6,8.6,16.5,3.9,32.1,0.0,2.2,2.8000000000000003,8.5,12.45,9.55,8.266666666666667,21.0,24.5,F,F
twreporter,twreporter-react,2.4,27.8,66.1,28.4,11.4,45.7,27.8,30.1,26.0,39.7,13.9,40.9,66.2,13.9,73.8,28.750000000000004,35.2,31.174999999999997,48.7,36.208333333333336,700.5,611.0,B,B
paranoidjk,rc-tools,0.0,0.0,19.8,52.9,1.9,0.0,0.0,4.9,4.9,6.3,3.1,5.4,8.1,0.0,42.2,1.7000000000000002,10.1,18.175,13.925,11.266666666666666,56.0,40.5,F,F
ember-cli,ember-cli,29.5,36.4,57.4,61.4,26.4,43.2,36.2,60.0,64.2,82.7,34.3,58.7,62.5,40.0,93.9,41.45,51.7,46.175000000000004,63.775000000000006,50.46666666666667,970.0,927.5,A,A
stephenplusplus,sindredash,0.0,0.0,13.7,76.2,10.5,0.0,0.0,13.0,12.2,4.5,16.9,18.6,19.8,0.0,1.6,5.875,11.5,22.475,10.0,12.783333333333333,71.0,59.5,F,F
avajs,ava,23.8,33.1,60.3,32.9,34.5,35.5,31.7,64.7,90.2,85.7,37.6,45.3,51.4,32.2,64.8,41.599999999999994,46.4,37.525,48.425,42.516666666666666,840.5,845.0,A,A
crowi,crowi,0.0,0.0,22.3,36.6,10.5,0.0,0.0,37.2,47.7,51.6,14.3,35.1,69.9,3.0,76.3,11.925,26.3,14.725000000000001,46.074999999999996,24.241666666666664,344.0,348.0,D,D
215566435,TrumpDoc,0.0,0.0,19.1,1.3,1.5,0.0,0.0,9.3,10.6,8.9,14.2,3.6,25.9,0.0,0.8,2.7,6.0,5.1000000000000005,7.575,5.125,4.0,8.0,F,F
ciena-blueplanet,ciena-devops-testbed,0.0,0.0,22.5,46.5,1.5,3.6,0.0,8.3,4.7,10.3,14.1,4.0,53.5,0.0,22.3,3.35,13.1,17.25,19.95,13.516666666666666,83.0,80.0,F,F
NodeBB,NodeBB,25.8,27.0,41.3,45.4,28.0,47.5,32.9,65.5,84.6,92.9,22.2,62.2,20.3,39.7,85.6,43.475,46.3,34.875,51.95,43.43333333333334,849.0,844.0,A,A
cchamberlain,redux-webpack-boilerplate,0.0,0.0,10.5,62.0,1.6,0.0,0.0,10.9,8.7,10.9,14.0,10.2,28.9,0.0,0.8,3.125,9.9,18.125,9.975,10.408333333333333,41.5,37.5,F,F
frdl,frdl.js,0.0,0.0,10.7,27.9,1.6,0.0,0.0,6.4,3.4,3.0,16.6,2.5,10.9,0.0,3.2,2.0,5.3,9.649999999999999,4.15,5.266666666666667,7.0,6.5,F,F
michaelrgalloway,angular-cli,0.0,0.0,64.0,28.5,1.6,0.0,0.0,6.4,0.4,3.1,14.8,7.3,12.7,0.0,67.2,2.0,14.2,23.125,21.8,15.641666666666666,109.0,90.0,F,F
DallasMorningNews,chartwerk-editor,0.0,0.0,9.2,49.1,1.7,0.0,0.0,11.1,8.8,8.4,16.7,10.6,68.9,0.0,16.1,3.1999999999999997,13.6,14.575,23.9,13.891666666666666,88.0,85.5,F,F
eyedea-io,create-react-app,0.0,0.0,59.0,35.5,1.2,0.0,0.0,2.9,5.6,3.2,1.8,1.1,32.3,0.0,86.0,1.025,16.6,23.625,29.849999999999998,18.166666666666668,146.0,120.0,F,F
electrode-io,electrode-archetype-react-app,0.0,0.0,24.7,39.0,1.2,0.0,0.0,11.8,17.3,19.2,1.9,8.9,30.5,0.0,58.4,3.25,14.4,15.925,24.450000000000003,14.541666666666666,97.0,95.0,F,F
devCrossNet,vue-starter-packages,0.0,0.0,4.4,9.6,1.2,0.0,0.0,4.9,6.3,9.3,2.0,1.9,66.3,0.0,3.5,1.5250000000000001,8.0,3.5,17.925,7.650000000000001,18.0,19.0,F,F
sai9268619,for-make-tests-ava,0.0,0.0,3.4,18.2,1.3,0.0,0.0,7.0,1.3,5.0,14.6,7.1,31.9,0.0,3.4,2.075,6.1,5.3999999999999995,10.6,6.0249999999999995,9.0,9.0,F,F
aegis-design,aegis-tools,0.0,0.0,11.7,23.2,1.3,0.0,0.0,9.3,6.7,5.1,16.8,8.6,29.3,0.0,0.0,2.6500000000000004,7.1,8.725,9.475,6.95,12.0,12.0,F,F
tableflip,guvnor,0.0,0.0,27.1,61.8,1.3,0.0,0.0,24.6,30.5,22.3,20.3,25.2,17.9,0.0,29.4,6.4750000000000005,15.8,22.225,18.125,15.608333333333334,107.0,108.5,F,F
RunningCoderLee,sprint-scripts,0.0,0.0,62.6,30.6,1.4,0.0,0.0,7.2,3.6,5.2,18.5,1.4,67.9,0.0,87.2,2.15,20.7,23.3,39.12500000000001,21.525000000000002,237.0,176.5,D,F
xiaowuye,Treasury-architectureTools,0.0,0.0,1.0,9.9,1.4,0.0,0.0,2.0,3.7,0.4,0.2,3.7,0.1,0.0,0.0,0.85,1.3,2.725,0.9500000000000001,1.5083333333333335,1.0,1.0,F,F
PRINTR3D,formide-client,0.0,0.0,9.7,27.9,0.9,0.0,0.0,14.6,8.2,0.5,15.5,34.1,30.9,0.0,20.9,3.875,10.4,9.399999999999999,21.475,11.583333333333334,60.0,46.0,F,F
ezracelli,slate-tools,0.0,0.0,9.8,20.1,0.9,0.0,0.0,7.8,3.2,5.4,18.6,4.0,67.2,0.0,3.6,2.175,9.8,7.4750000000000005,18.7,9.450000000000001,34.0,35.0,F,F
Donmclean,riko,0.0,0.0,59.3,24.6,1.0,7.2,0.0,15.3,9.1,9.2,18.7,24.4,71.2,0.0,4.9,5.875,16.1,20.975,25.125,17.325,129.0,112.5,F,F
zenjoy,nimbu-toolbelt,0.0,13.9,33.8,50.2,6.4,26.5,16.3,11.5,4.3,5.5,15.4,20.8,56.4,19.1,7.0,15.175,20.0,24.475,25.825,21.825000000000003,249.0,165.0,D,F
heyui,hey-cli,0.0,0.0,44.8,18.5,1.0,0.0,0.0,16.4,18.7,16.8,22.5,7.7,68.9,0.0,12.5,4.35,14.9,15.825,22.275000000000002,14.15,93.0,103.0,F,F
mahesh-kedari,angular2-starter-pack,0.0,0.0,28.0,23.4,1.1,0.0,0.0,8.7,3.8,8.5,15.6,6.8,36.4,0.0,48.2,2.4499999999999997,12.5,12.85,22.849999999999998,12.716666666666667,70.0,72.0,F,F
rlidwka,yapm,0.0,0.0,24.1,70.5,1.1,0.0,0.0,18.6,14.2,12.3,15.9,31.9,14.4,0.0,60.9,4.925000000000001,16.9,23.65,26.799999999999997,18.458333333333332,149.0,126.0,F,F
newsomellc,compages,0.0,0.0,15.2,18.0,1.1,0.0,0.0,6.0,3.9,0.2,14.5,5.3,65.7,0.0,3.8,1.775,9.5,8.3,18.7,9.591666666666667,37.0,32.5,F,F
nanyuantingfeng,hollow-cli,0.0,0.0,5.9,19.0,0.6,0.0,0.0,11.4,9.5,7.2,23.4,5.5,31.9,0.0,16.6,3.0,8.5,6.225,13.5,7.575,16.0,24.5,F,F
qixuan,akpack,0.0,0.0,15.3,40.9,0.7,0.0,0.0,7.1,4.1,0.3,14.9,8.9,32.6,0.0,3.9,1.95,8.4,14.05,11.35,9.116666666666667,30.0,23.0,F,F
joewalnes,crunchicorn,0.0,0.0,9.4,77.4,0.7,0.0,0.0,12.9,11.6,8.8,19.7,11.3,29.3,0.0,17.3,3.4,12.6,21.700000000000003,14.475000000000001,13.191666666666668,79.0,73.5,F,F
makamekm,reiso,0.0,0.0,15.0,24.8,0.7,0.0,0.0,5.8,0.1,0.6,18.3,4.3,70.0,0.0,0.7,1.625,9.9,9.95,18.75,10.108333333333333,39.0,37.5,F,F
madebywild,wildplate,0.0,0.0,37.9,13.5,0.8,0.0,0.0,8.9,5.7,7.3,15.3,7.5,69.0,0.0,0.6,2.4250000000000003,11.3,12.85,19.275,11.516666666666666,58.0,57.5,F,F
jaswantmandloi,js,0.0,0.0,0.8,14.2,0.8,0.0,0.0,1.1,0.7,0.1,0.4,3.4,8.0,0.0,0.3,0.47500000000000003,2.0,3.75,2.9250000000000003,2.3833333333333333,2.0,2.0,F,F
core-ds,arui-scripts,35.6,24.5,32.2,6.1,24.6,43.3,37.1,15.8,9.4,9.6,24.3,19.8,43.6,38.9,59.0,30.199999999999996,30.6,24.6,40.325,31.708333333333332,597.0,488.5,C,C
mereyn,react-scripts-custom-template,0.0,0.0,46.3,6.7,0.9,0.0,0.0,7.1,6.2,5.3,15.7,1.2,37.0,0.0,86.5,2.0,15.4,13.25,31.175,15.475,103.0,105.0,F,F
leomYili,create-react-app-scripts-custom,0.0,0.0,59.4,23.0,2.5,0.0,0.0,1.4,4.2,0.7,0.1,0.8,31.0,0.0,86.3,0.975,15.5,20.6,29.525,17.033333333333335,126.0,106.0,F,F
holodex,app,0.0,0.0,31.5,47.7,2.6,0.0,0.0,13.3,10.5,5.7,17.9,19.2,19.0,0.0,1.4,3.975,10.2,19.8,9.899999999999999,11.225,53.0,42.5,F,F
quasarframework,quasar-cli,0.0,0.0,61.8,30.8,2.5,0.0,0.0,27.7,20.5,26.8,28.6,34.9,71.2,0.0,28.8,7.55,21.3,23.15,33.725,21.474999999999998,235.0,199.0,D,F
nithincvpoyyil,voice-listener,0.0,0.0,26.8,17.5,10.7,12.1,0.0,8.8,6.9,5.6,16.0,6.7,31.9,0.0,0.2,7.8999999999999995,9.5,11.075,9.700000000000001,9.558333333333332,35.5,32.5,F,F
