owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
follow-redirects,follow-redirects,34.1,33.4,14.5,39.9,48.8,21.5,27.1,21.1,16.2,57.0,33.9,47.7,92.5,53.9,44.3,74.8,17.2,40.8,34.4,39.2,58.099999999999994,30.624999999999996,34.15,46.675,37.15,694.5,B,681.0,B,0.5500826838129769,B,0.5191765602053657,B
sindresorhus,object-assign,30.1,0.0,0.1,43.6,76.7,4.3,11.2,0.3,1.4,52.2,44.8,36.2,98.8,29.1,26.0,46.2,2.3,29.4,28.4,28.1,60.03333333333333,18.233333333333334,30.1,26.75,25.027777777777782,320.0,D,377.0,D,-0.5164834079133057,D,-0.36156372257363556,C
eemeli,yaml,35.3,34.1,23.7,46.3,37.1,23.3,30.4,21.9,17.7,50.7,47.5,39.9,88.1,27.5,39.7,55.2,26.1,37.6,36.9,37.3,58.6,32.15,35.300000000000004,36.6,34.68333333333334,632.0,B,644.0,B,0.3330545698228446,C,0.36841921450445514,C
kpdecker,jsdiff,52.3,41.2,27.3,66.0,74.5,30.6,20.6,37.2,34.2,48.2,75.0,70.0,2.9,45.1,47.2,57.3,19.2,65.2,58.5,44.6,48.73333333333333,35.18333333333334,52.25,46.699999999999996,44.71111111111111,856.0,A,806.5,A,1.2153422854809288,B,0.9476448058816365,B
beatgammit,base64-js,24.9,11.3,0.0,13.9,74.3,0.5,1.4,0.0,0.0,60.7,42.8,67.7,90.8,41.5,28.6,35.5,0.0,50.3,37.0,28.7,67.16666666666667,17.14166666666667,24.875,31.825,24.61388888888889,299.0,D,401.0,C,-0.5528991612742629,D,-0.31395613972071673,C
expressjs,body-parser,35.1,26.1,3.3,53.0,58.0,1.7,4.7,0.5,0.0,73.2,70.8,75.3,95.8,50.8,33.3,38.8,10.1,50.9,49.3,35.8,80.73333333333333,21.483333333333334,35.099999999999994,37.64999999999999,31.411111111111108,563.0,C,607.5,B,0.04515015734494262,C,0.24940025737215768,C
raszi,node-tmp,33.0,27.0,7.2,40.5,57.4,4.7,2.0,10.7,1.5,31.1,39.4,39.2,3.0,42.8,36.4,40.2,9.3,59.5,27.8,26.3,26.466666666666665,10.166666666666666,33.025,37.95,27.04722222222222,406.0,C,313.0,D,-0.3388038596353484,C,-0.5043864711323925,D
motdotla,dotenv,59.2,51.9,31.6,78.7,74.7,31.0,26.1,32.1,34.8,71.9,88.4,77.8,90.4,31.1,60.5,79.0,32.8,69.8,65.7,55.7,85.63333333333333,44.65833333333333,59.224999999999994,53.175000000000004,52.35277777777778,975.0,A,977.0,A,1.8876895169976582,A,1.8283850886606376,A
sindresorhus,open,39.2,23.2,12.4,44.7,76.5,18.1,18.0,18.9,17.3,62.6,63.0,54.9,88.0,44.4,37.8,34.1,18.9,60.5,45.3,39.4,68.66666666666667,30.716666666666665,39.2,39.475,36.463888888888896,679.0,B,685.0,B,0.48971562958374026,C,0.5350457544896717,B
sindresorhus,read-pkg-up,40.1,35.3,3.9,44.8,76.5,6.8,4.4,7.7,8.3,22.9,23.1,16.5,28.3,23.6,21.1,16.8,9.2,37.2,15.5,22.7,22.600000000000005,10.75,40.125,21.700000000000003,24.191666666666666,285.0,D,205.5,D,-0.5900481177230246,D,-0.7900319682499065,D
ljharb,object.assign,30.1,34.0,3.8,34.2,48.5,6.9,4.5,7.7,8.4,37.4,15.4,15.9,92.7,25.8,21.4,41.9,13.1,9.2,12.7,23.9,41.23333333333333,15.458333333333332,30.125,22.499999999999996,22.694444444444443,233.0,D,243.0,D,-0.7217802724985669,D,-0.6948168025440686,D
browserify,node-util,26.8,9.7,0.0,33.1,64.4,1.6,4.8,0.0,0.0,26.0,22.4,36.7,9.4,35.5,16.8,16.2,0.0,34.1,20.2,17.8,20.066666666666666,6.216666666666667,26.8,21.45,18.155555555555555,124.0,F,126.5,F,-1.1211315543227527,D,-1.1788272282154115,D
pillarjs,finalhandler,27.9,14.0,5.1,39.5,52.8,2.5,0.4,7.0,0.0,46.0,21.0,26.7,96.5,39.9,19.3,46.3,0.7,10.9,16.7,23.9,48.06666666666666,13.866666666666665,27.85,24.45,22.055555555555557,211.0,D,243.0,D,-0.7779925092302452,D,-0.6948168025440686,D
Gozala,events,30.6,16.3,0.0,29.9,76.5,0.2,0.4,0.1,0.0,61.6,51.4,52.0,92.1,51.0,31.7,38.3,0.0,56.7,34.5,31.0,65.2,16.425,30.675,36.5,27.866666666666664,437.0,C,481.5,C,-0.26670555600123913,C,-0.13146040545119395,C
sindresorhus,figures,42.0,31.8,9.0,51.0,76.2,12.3,5.5,16.3,15.1,41.7,36.0,16.2,82.9,31.7,34.8,35.7,17.4,51.2,21.5,32.7,45.06666666666666,20.491666666666664,42.0,34.0,32.163888888888884,579.0,C,543.5,C,0.11138283627661591,C,0.003427745965410071,C
sindresorhus,decamelize,34.2,19.5,0.0,41.0,76.5,0.2,0.5,0.0,0.0,38.9,22.1,17.7,88.8,27.1,30.1,39.0,0.0,51.4,13.3,25.9,42.9,10.85,34.25,29.375,24.825,306.0,D,300.0,D,-0.5343246830498823,D,-0.5361248597010054,D
TehShrike,deepmerge,25.9,10.3,0.0,35.1,58.2,2.6,7.8,0.0,0.0,61.2,61.2,56.0,86.7,40.7,39.2,67.3,0.0,50.2,39.9,32.2,68.0,18.95,25.900000000000002,39.55,28.133333333333336,449.0,C,526.0,C,-0.2432430571914945,C,-0.03624523974535575,C
ai,nanoid,34.4,32.4,18.2,38.1,48.9,28.7,24.1,29.8,32.2,66.6,92.0,76.0,90.5,7.8,50.2,54.3,28.7,67.8,65.6,45.0,86.26666666666665,43.09166666666667,34.4,39.65,39.047222222222224,742.0,B,813.0,A,0.7170085868031356,B,0.9793831944502489,B
isaacs,sax-js,43.4,5.6,18.8,62.8,86.2,17.3,12.1,21.8,18.0,43.7,47.0,64.5,14.4,48.9,37.2,50.3,13.2,48.1,42.9,35.4,41.46666666666666,23.341666666666665,43.349999999999994,40.125,35.605555555555554,652.0,B,599.0,C,0.4141957115398758,C,0.21766186880354516,C
doowb,ansi-colors,33.5,8.6,0.0,44.0,81.4,0.2,0.6,0.0,0.0,36.9,29.8,20.1,85.1,12.6,28.4,40.4,0.0,44.9,16.7,24.8,45.0,11.4,33.5,24.474999999999998,23.125,250.0,D,267.0,D,-0.6838981129620009,D,-0.62340542826469,D
prettier,prettier,38.2,31.7,31.4,67.5,22.2,42.1,35.4,47.8,43.2,76.4,97.3,95.2,79.4,33.8,65.4,80.1,46.2,69.8,78.2,55.5,90.73333333333333,54.28333333333333,38.199999999999996,57.474999999999994,49.98611111111111,951.0,A,974.5,A,1.6794598400611789,A,1.812515894376331,A
grncdr,merge-stream,34.0,31.6,0.0,26.7,77.4,0.9,2.8,0.0,0.0,39.5,21.1,13.6,91.7,31.8,27.0,35.3,0.0,45.6,11.9,25.4,42.166666666666664,11.241666666666665,33.925,28.175,24.447222222222223,292.0,D,286.5,D,-0.567563223030353,D,-0.5757978454117713,D
estools,escodegen,21.7,20.2,0.0,12.8,53.9,2.8,8.4,0.0,0.0,62.9,60.9,64.4,86.5,39.8,27.8,38.7,0.0,44.8,42.7,28.8,70.66666666666667,19.76666666666667,21.725,30.825,24.105555555555558,282.0,D,403.5,C,-0.5976245496303375,D,-0.30602154257856345,C
webpack,webpack-sources,32.2,31.7,7.1,31.2,58.8,9.4,8.0,4.9,15.2,44.5,23.2,32.8,91.0,31.0,41.2,75.3,11.3,37.2,21.8,31.8,49.03333333333333,19.28333333333333,32.2,38.7,30.061111111111114,522.0,C,509.5,C,-0.0736287428793863,C,-0.06798362831396856,C
pillarjs,send,29.0,19.8,0.0,43.5,52.6,1.0,2.9,0.2,0.0,57.7,40.8,55.0,96.8,38.0,30.9,45.8,1.2,45.7,32.3,29.6,64.23333333333333,16.833333333333336,28.975,32.675,26.16111111111111,374.0,D,430.5,C,-0.4167677879718937,C,-0.2425447654413381,C
webpack-contrib,terser-webpack-plugin,46.4,48.3,24.4,51.0,61.9,23.4,19.8,24.7,25.7,55.8,56.9,50.4,89.0,26.8,50.5,61.9,27.7,61.9,43.6,44.0,65.53333333333333,33.93333333333333,46.4,44.575,41.63611111111111,801.0,A,794.0,B,0.9447903460810677,B,0.9000372230287174,B
rvagg,through2,26.9,24.7,0.0,26.7,56.2,1.0,3.0,0.0,0.0,54.0,56.3,44.6,84.5,30.6,25.9,40.6,0.0,37.0,34.0,26.9,61.9,16.225,26.9,27.049999999999997,23.391666666666666,260.0,D,338.0,D,-0.6604356141522568,D,-0.45677888827947377,C
jshttp,accepts,21.7,9.9,0.0,19.6,57.4,1.5,4.5,0.0,0.0,47.3,23.0,25.1,97.3,43.8,25.8,44.6,0.0,32.7,16.5,24.1,48.46666666666667,13.241666666666667,21.725,30.275000000000002,21.747222222222224,203.0,D,249.0,D,-0.8051210234790118,D,-0.6789476082597621,D
sindresorhus,log-symbols,38.5,31.6,4.2,42.9,75.4,9.6,9.5,4.0,15.3,42.2,39.1,20.8,80.0,29.0,25.2,34.3,10.4,31.0,23.2,28.9,46.633333333333326,18.85833333333333,38.525000000000006,26.175,27.852777777777778,436.0,C,407.0,C,-0.2679275611475797,C,-0.29808694543641046,C
rvagg,bl,33.9,13.0,23.9,42.3,56.2,18.0,10.3,26.0,17.6,47.8,30.1,34.1,78.9,47.9,37.9,33.6,18.8,61.3,27.4,34.4,47.73333333333333,25.40833333333333,33.849999999999994,40.4,33.21944444444444,606.0,B,582.5,C,0.2042552273985197,C,0.13831589738201353,C
expressjs,serve-static,28.0,17.0,0.0,37.5,57.3,3.8,10.1,1.4,0.0,63.2,51.7,56.7,96.7,47.6,20.9,44.7,0.0,17.9,37.4,29.0,68.39999999999999,19.974999999999998,27.95,27.55,25.15833333333333,330.5,D,411.5,C,-0.5049965595377024,D,-0.2901523482942572,C
component,escape-html,35.2,31.6,0.0,20.7,88.6,1.5,4.5,0.0,0.0,51.5,31.2,40.2,97.7,37.0,25.4,48.4,0.0,27.9,24.3,28.4,56.333333333333336,15.208333333333334,35.224999999999994,28.325,26.252777777777776,379.0,D,389.5,D,-0.4087025540060443,C,-0.3377599311471763,C
indutny,node-ip,25.3,10.6,0.0,17.2,73.3,5.7,11.0,6.0,0.0,36.9,52.5,54.4,3.8,37.0,28.8,34.1,3.1,49.1,37.5,24.2,36.800000000000004,13.450000000000001,25.275,30.825,23.183333333333334,254.0,D,252.0,D,-0.6787656913473693,D,-0.6710130111176091,D
jshttp,content-type,28.0,31.5,0.0,23.3,57.2,1.5,4.6,0.0,0.0,38.5,16.8,17.1,95.1,25.1,18.1,40.9,0.0,13.5,11.8,21.5,43.0,11.9,28.0,19.875,19.925,158.0,F,180.5,F,-0.9654480986789298,D,-0.8852471339557445,D
npm,nopt,44.8,11.0,24.3,82.7,61.4,17.8,9.8,28.1,15.4,49.2,34.3,26.1,85.9,50.3,36.4,36.7,26.6,45.9,26.1,37.1,48.73333333333333,25.508333333333333,44.85,39.875,36.74444444444445,687.0,B,640.0,B,0.5144001335398248,B,0.35255002022014914,C
expressjs,express,45.9,41.2,29.9,55.5,56.9,26.6,28.6,26.4,24.7,92.7,98.4,98.2,97.2,77.0,49.7,46.9,29.0,73.3,74.4,53.7,98.03333333333335,44.43333333333333,45.875,56.55,48.95277777777778,932.0,A,951.0,A,1.5885426571734214,A,1.6696931458175743,A
jshttp,methods,22.7,19.7,0.0,14.6,56.6,1.4,4.2,0.0,0.0,42.1,19.5,20.2,94.8,33.9,26.0,47.2,0.0,30.7,13.7,23.0,44.93333333333334,12.283333333333335,22.725,27.950000000000003,20.986111111111114,177.0,F,215.0,D,-0.8720869054984896,D,-0.766228176823447,D
jaredhanson,utils-merge,34.5,3.6,0.0,50.2,84.3,1.4,4.2,0.0,0.0,39.1,13.6,15.2,96.6,30.9,17.1,45.2,0.0,6.2,10.1,23.0,41.9,11.525,34.525,20.575000000000003,22.208333333333332,216.0,D,215.0,D,-0.7645504526204963,D,-0.766228176823447,D
sindresorhus,normalize-url,39.0,34.1,4.2,42.5,75.4,12.6,15.1,9.8,13.0,52.8,42.2,44.5,90.6,34.0,36.2,39.5,11.1,58.0,33.1,35.2,59.300000000000004,24.3,39.05,35.65,33.0,601.0,B,595.0,C,0.18494754608633474,C,0.20179267451923916,C
jshttp,fresh,24.7,17.5,0.0,24.7,56.5,1.4,4.3,0.0,0.0,43.3,18.3,19.7,97.0,38.4,31.5,43.5,10.7,40.2,13.1,25.2,45.03333333333333,12.333333333333332,24.675,33.2,23.402777777777782,262.0,D,279.0,D,-0.6594580100351837,D,-0.5916670396960775,D
pvorb,node-clone,34.4,7.5,0.0,51.5,78.8,1.9,5.8,0.0,0.0,53.1,40.6,46.5,82.5,42.8,29.7,33.2,0.0,56.0,29.7,29.8,56.6,15.6,34.45,33.0,27.683333333333337,431.0,C,436.0,C,-0.2828360239329376,C,-0.22667557115703185,C
SBoudrias,Inquirer.js,46.5,23.3,28.3,82.2,52.1,38.5,39.0,39.4,37.2,78.2,89.0,83.4,81.1,59.2,46.4,51.1,39.7,48.4,70.3,52.4,84.60000000000001,50.05,46.475,49.599999999999994,48.708333333333336,925.0,A,928.0,A,1.5670353665978223,A,1.566543382969583,A
jshttp,etag,27.0,31.3,0.0,20.1,56.6,3.7,11.2,0.0,0.0,43.8,22.5,21.7,97.4,33.5,19.4,49.6,0.0,8.6,16.0,23.5,47.26666666666667,14.616666666666667,27.0,22.925,21.51388888888889,193.0,F,231.5,D,-0.825650709937538,D,-0.7265551911126812,D
dominictarr,through,29.7,6.4,0.0,21.2,91.2,3.7,11.2,0.0,0.0,48.1,37.9,30.9,85.7,38.0,21.8,33.9,0.0,31.4,24.2,25.8,51.5,15.675,29.700000000000003,25.825,23.733333333333334,271.0,D,295.0,D,-0.6303742875522721,D,-0.5440594568431584,D
pillarjs,parseurl,25.7,31.3,0.0,18.6,53.0,3.7,11.2,0.0,0.0,40.0,19.8,18.0,97.1,25.1,22.9,42.7,8.4,17.6,13.8,23.1,45.0,14.05,25.725,23.450000000000003,21.075000000000003,179.0,F,219.0,D,-0.8642660725619082,D,-0.7582935796812937,D
Raynos,xtend,36.4,31.5,0.0,25.3,88.7,6.0,18.1,0.0,0.0,44.9,25.2,23.3,92.4,38.6,27.1,35.4,0.0,45.8,18.2,28.6,47.0,16.275,36.375,29.949999999999996,27.53333333333333,424.0,C,399.0,D,-0.29603367951341913,C,-0.32189073686286973,C
petkaantonov,bluebird,38.8,41.0,0.0,52.4,62.0,5.1,15.3,0.0,0.0,82.1,90.0,91.6,91.1,55.7,47.5,86.3,0.0,56.2,62.2,43.4,91.0,26.575,38.85,49.55,38.324999999999996,724.0,B,781.0,B,0.6534643191934115,B,0.8524296401757983,B
jshttp,type-is,24.9,16.2,0.0,26.6,56.6,4.7,12.8,1.4,0.0,45.2,21.8,20.6,95.0,43.5,28.7,45.5,0.0,40.6,15.7,25.9,45.79999999999999,14.999999999999996,24.85,32.4,24.083333333333332,281.0,D,300.0,D,-0.5995797578644831,D,-0.5361248597010054,D
jestjs,jest,44.6,48.7,27.2,92.7,9.7,49.2,58.5,45.5,43.6,84.0,96.8,96.6,85.8,56.7,58.8,42.4,46.2,87.7,80.9,59.1,93.16666666666667,60.19166666666667,44.574999999999996,58.25,54.33888888888888,992.0,A,996.0,A,2.062436252924397,A,2.098161391493845,A
webpack,webpack,56.0,56.4,29.9,79.3,58.3,47.6,57.3,44.7,40.8,89.4,98.5,97.2,91.8,70.0,62.2,76.9,42.5,67.2,81.1,63.8,95.93333333333332,59.68333333333334,55.974999999999994,64.15,59.93611111111111,999.0,A,999.0,A,2.5549043268997553,A,2.4710874571750434,A
sindresorhus,arrify,31.1,14.7,0.0,34.4,75.4,8.6,25.9,0.0,0.0,34.6,17.1,18.5,80.9,21.9,25.2,39.7,0.0,36.0,14.7,24.9,38.86666666666667,16.191666666666666,31.125,24.4,23.905555555555555,277.0,D,270.0,D,-0.6152214237376458,D,-0.615470831122537,D
fb55,htmlparser2,44.8,51.2,29.8,42.6,55.5,36.0,41.5,43.7,22.9,70.0,67.7,68.2,88.4,55.9,44.5,55.1,33.8,44.6,57.3,48.8,74.86666666666666,45.74166666666667,44.775000000000006,47.35,45.955555555555556,876.0,A,869.5,A,1.324833946593068,B,1.280897885852069,B
justmoon,node-extend,35.9,31.1,0.5,32.7,79.4,11.1,28.7,0.9,3.8,30.5,27.2,33.4,22.0,39.3,19.4,18.6,7.0,32.6,23.9,24.2,27.3,15.174999999999999,35.925000000000004,24.375,25.15833333333333,330.5,D,252.0,D,-0.5049965595377024,D,-0.6710130111176091,D
typescript-eslint,typescript-eslint,33.9,37.0,29.5,64.5,4.4,52.0,64.1,47.9,44.0,73.8,85.3,92.3,86.1,31.4,65.5,82.0,47.2,67.2,76.5,56.3,88.0,61.0,33.85,56.949999999999996,50.599999999999994,957.0,A,980.5,A,1.7334724675294437,A,1.8759926715135562,A
jonschlinkert,word-wrap,39.5,18.4,17.2,41.2,81.1,25.4,41.4,21.7,13.1,40.0,19.6,25.6,86.9,28.1,28.2,40.9,8.3,35.4,23.5,33.3,44.1,30.074999999999996,39.474999999999994,28.174999999999997,32.574999999999996,590.5,C,557.5,C,0.14755418860830471,C,0.051035328818328604,C
primus,eventemitter3,30.1,40.0,7.3,19.4,53.5,18.7,40.8,10.8,4.5,64.1,63.7,56.5,91.4,44.6,35.4,41.2,6.5,58.3,46.3,37.0,70.56666666666666,31.666666666666664,30.05,37.65,33.12222222222223,603.0,B,636.5,B,0.19570119137413453,C,0.34461542307799586,C
isaacs,node-tar,43.4,31.2,4.1,52.0,86.5,18.3,43.4,6.9,4.6,38.7,41.2,51.2,14.0,48.4,25.0,18.4,18.6,38.0,36.9,31.4,34.76666666666667,22.416666666666664,43.45,30.85,32.23888888888889,583.0,C,499.0,C,0.11798166406685667,C,-0.0997220168825814,C
oozcitak,xmlbuilder-js,21.5,27.1,0.0,27.3,31.8,10.9,32.7,0.0,0.0,54.7,44.6,42.0,75.5,56.6,34.1,69.2,0.0,33.2,32.5,30.3,54.06666666666666,21.691666666666666,21.55,39.75,27.66388888888889,430.0,C,459.0,C,-0.28454683113781487,C,-0.18700258544626602,C
nodeca,pako,26.5,29.6,0.0,19.3,56.8,13.5,40.4,0.0,0.0,64.7,70.5,76.8,84.9,26.6,28.8,46.7,11.2,28.6,53.6,33.4,77.5,29.475,26.425,28.275000000000006,28.058333333333337,444.0,C,560.5,C,-0.24984188498173496,C,0.05896992596048188,C
npm,npmlog,51.2,27.4,24.4,92.3,60.8,25.7,36.7,28.1,12.2,46.4,30.7,30.6,81.4,42.9,39.0,36.7,24.1,56.2,29.0,40.6,47.56666666666666,31.141666666666666,51.224999999999994,39.975,40.78055555555556,782.0,B,724.0,B,0.8695148290664723,B,0.6302609201955098,B
zertosh,loose-envify,19.1,8.1,0.0,22.7,45.5,10.9,32.6,0.0,0.0,37.3,24.0,18.3,92.9,14.2,15.6,40.9,0.0,6.0,17.7,20.7,45.1,19.425,19.075,15.274999999999999,17.925,120.0,F,161.0,F,-1.1414168397520104,D,-0.9487239110929698,D
isaacs,json-stringify-safe,31.1,16.7,0.0,21.3,86.3,11.0,33.0,0.0,0.0,45.0,34.6,27.1,84.7,33.8,19.5,41.5,0.0,17.1,24.2,26.7,48.833333333333336,20.458333333333336,31.075,23.1,24.877777777777776,313.0,D,329.0,D,-0.5296810634937873,D,-0.47264808256378005,C
facebook,prop-types,38.1,24.2,3.7,78.1,46.6,18.3,41.7,8.4,4.7,57.7,68.1,65.9,89.9,6.9,51.7,81.2,8.6,65.3,50.8,41.5,74.73333333333333,32.38333333333333,38.15,40.5,37.01111111111111,693.0,B,740.0,B,0.5378626323495688,B,0.7016722944748882,B
crypto-browserify,randombytes,8.3,13.5,0.5,19.1,0.0,12.6,32.0,0.9,4.8,38.0,14.7,25.9,92.3,18.9,25.7,38.1,2.4,36.5,17.7,21.1,44.4,20.525,8.275,23.975,17.591666666666665,114.0,F,167.5,F,-1.1707449632641906,D,-0.916985522524357,D
maxogden,concat-stream,10.0,8.3,0.0,31.5,0.0,10.3,31.0,0.0,0.0,48.2,35.8,33.5,86.2,37.4,27.2,37.9,0.0,43.6,26.5,23.9,51.833333333333336,20.708333333333336,9.95,29.725,20.12777777777778,161.0,F,243.0,D,-0.9476068235423534,D,-0.6948168025440686,D
terkelg,prompts,29.3,26.5,8.3,53.3,29.2,28.3,47.5,15.8,21.6,60.7,77.5,61.8,84.8,18.7,47.1,60.1,16.0,65.1,55.9,41.4,74.8,39.925,29.325,39.974999999999994,36.40833333333333,676.5,B,737.5,B,0.4848276089983761,C,0.6937376973327349,B
sindresorhus,component-emitter,44.4,39.0,4.6,58.6,75.5,19.7,37.7,9.2,12.3,52.4,36.4,43.3,87.8,42.3,34.1,36.5,9.4,56.5,33.1,37.7,55.833333333333336,28.758333333333333,44.425,36.175,36.452777777777776,678.0,B,653.5,B,0.4887380254666668,C,0.40015760307306825,C
jsdom,jsdom,36.9,26.2,29.1,54.6,37.7,39.6,56.5,34.9,27.3,82.9,89.3,87.4,85.3,69.8,54.7,61.2,31.0,71.8,72.1,53.5,87.43333333333334,51.53333333333334,36.900000000000006,58.45,48.96111111111111,933.0,A,947.0,A,1.5892758602612251,A,1.6538239515332678,A
mcavage,node-assert-plus,29.5,6.2,0.0,45.7,66.2,11.2,33.7,0.0,0.0,38.9,16.4,16.8,84.3,38.1,25.8,33.4,0.0,44.1,14.8,26.4,39.233333333333334,18.233333333333334,29.525000000000002,28.9,25.552777777777777,342.5,D,318.0,D,-0.47029161338162245,C,-0.49645187399023954,C
Marak,colors.js,30.2,9.0,0.0,44.9,67.0,13.0,39.0,0.0,0.0,48.5,70.1,69.0,6.7,48.0,36.1,44.4,0.0,63.9,50.7,31.9,46.46666666666667,21.366666666666667,30.225,39.075,30.222222222222225,529.0,C,514.5,C,-0.05945348318183255,C,-0.06004903117181558,C
tj,co,35.5,14.7,0.0,43.9,83.3,11.8,35.4,0.0,0.0,70.3,81.8,79.2,88.5,31.8,35.9,42.4,0.0,65.4,57.6,38.4,83.26666666666667,29.666666666666664,35.474999999999994,34.900000000000006,33.34722222222222,611.0,B,669.0,B,0.2154976747448556,C,0.4556997830681401,C
facebook,react,48.9,39.5,32.0,77.4,46.7,51.4,65.3,46.9,42.2,87.5,99.9,99.8,93.1,57.2,77.5,97.3,45.2,89.9,83.7,66.3,97.7,63.02499999999999,48.900000000000006,72.39999999999999,61.44166666666666,1000.0,A,1000.0,A,2.6873696847631017,A,2.6694523857288726,A
moment,moment,40.5,52.9,30.6,31.1,47.2,32.4,52.3,32.5,12.4,79.1,97.2,96.8,77.1,45.4,55.6,64.7,12.5,89.5,75.5,51.9,90.46666666666665,46.916666666666664,40.45,53.025,46.797222222222224,892.0,A,918.5,A,1.3988874584613231,B,1.5268703972588171,A
dchest,tweetnacl-js,39.0,30.6,1.4,46.6,77.4,16.1,40.8,2.7,4.9,47.6,54.5,65.5,27.6,42.9,23.9,52.0,2.5,17.4,45.4,31.7,49.26666666666666,24.416666666666664,39.0,28.700000000000003,30.70555555555556,546.5,C,505.0,C,-0.016927704089171318,C,-0.07591822545612184,C
webpack-contrib,css-loader,50.7,58.1,27.7,55.5,61.7,40.7,56.3,31.2,34.6,73.6,67.9,73.5,89.5,63.6,53.1,76.7,33.7,48.9,60.7,54.5,77.06666666666666,49.791666666666664,50.75,55.725,52.08888888888888,973.0,A,962.5,A,1.8644714192171814,A,1.7331699229547994,A
inspect-js,node-deep-equal,26.4,26.3,7.3,40.0,31.8,20.9,41.7,15.6,5.6,53.9,40.0,47.9,87.5,40.4,32.7,41.5,17.7,39.0,36.3,33.5,58.5,30.349999999999998,26.349999999999998,34.65,30.45,540.0,C,565.0,C,-0.03941259878184312,C,0.06690452310263516,C
sindresorhus,file-type,55.3,36.3,25.7,81.8,77.3,36.8,56.4,22.4,31.6,61.7,65.0,64.6,69.2,47.9,39.9,32.9,29.8,57.0,55.5,48.4,66.36666666666667,44.19166666666667,55.27499999999999,41.9,47.12222222222223,899.0,A,861.5,A,1.427482378885699,B,1.2491594972834563,B
defunctzombie,node-url,33.0,18.9,2.8,27.9,82.7,17.1,40.1,5.5,5.7,25.9,28.4,40.3,8.8,25.9,18.9,18.5,13.2,24.9,28.6,23.7,22.833333333333332,18.533333333333335,33.075,20.625,24.07777777777778,280.0,D,238.0,D,-0.6000685599230192,D,-0.710685996828375,D
joyent,node-verror,27.1,10.9,0.0,67.3,30.0,10.5,31.4,0.0,0.0,51.0,49.0,31.9,84.0,39.2,17.9,35.9,0.0,17.9,30.5,26.6,54.93333333333334,21.583333333333336,27.05,23.25,23.961111111111112,278.0,D,324.0,D,-0.6103334031522823,D,-0.480582679705933,C
import-js,eslint-plugin-import,37.2,26.7,24.4,85.2,12.6,44.3,60.8,36.5,35.8,70.9,70.3,86.7,87.1,39.3,58.3,53.8,40.3,80.8,67.1,52.7,81.46666666666665,53.641666666666666,37.225,53.55,48.13888888888889,918.0,A,932.5,A,1.516933155597848,A,1.5903471743960427,A
nodejs,-1,31.5,2.6,7.0,60.3,56.0,23.5,43.3,15.7,11.6,62.5,63.9,70.3,85.2,30.8,43.1,44.7,5.8,78.8,52.6,40.2,73.2,35.949999999999996,31.475,40.025000000000006,35.81666666666667,662.0,B,714.5,B,0.4327701897642569,C,0.5985225316268974,B
shtylman,node-process,8.8,11.8,0.0,23.5,0.0,12.6,37.9,0.0,0.0,21.2,15.8,30.8,0.1,38.2,19.9,13.7,0.0,46.1,19.7,15.7,18.5,14.1,8.825,24.5,15.808333333333332,96.0,F,104.0,F,-1.3276504240543543,D,-1.345453768200628,D
digitalbazaar,forge,36.3,32.0,0.0,59.0,54.2,18.7,45.4,10.6,0.0,48.4,69.4,76.2,0.2,47.7,27.4,19.8,0.6,61.8,54.8,32.7,51.20000000000001,26.800000000000004,36.3,32.474999999999994,31.85833333333333,572.0,C,543.5,C,0.08449872305711766,C,0.003427745965410071,C
sindresorhus,got,49.1,43.4,21.2,55.8,75.8,32.5,53.2,21.9,22.3,73.7,84.8,80.2,78.2,51.4,50.1,42.0,23.9,84.4,65.8,51.3,81.16666666666667,44.641666666666666,49.05,50.425000000000004,48.03888888888889,913.0,A,910.0,A,1.508134718544194,A,1.4792628144058981,B
postcss,autoprefixer,38.9,31.7,21.4,51.5,51.2,29.1,45.8,19.2,22.2,82.1,90.7,83.7,92.2,61.9,45.9,51.5,20.5,65.7,67.8,49.0,88.93333333333334,44.03333333333333,38.95,49.9,44.294444444444444,849.0,A,873.0,A,1.1786821310907039,B,1.2967670801363755,B
webpack,webpack-dev-middleware,59.2,57.7,30.3,90.4,58.4,33.8,38.9,40.5,22.1,68.9,60.2,65.4,89.8,60.0,54.7,62.1,32.2,69.8,53.1,54.1,71.86666666666667,43.34166666666667,59.20000000000001,56.025000000000006,52.85555555555556,980.0,A,955.5,A,1.9319261032951969,A,1.701431534386187,A
TypeStrong,ts-node,48.1,39.5,25.7,90.4,36.9,31.8,51.7,22.1,21.5,67.9,82.7,71.0,75.8,42.2,52.3,81.1,31.2,44.6,61.8,50.0,76.6,42.974999999999994,48.125,49.77499999999999,46.958333333333336,897.0,A,894.0,A,1.4130627181588769,B,1.3761130515579072,B
