owner,repo,stars,forks,issue_closed_rate,issue_time_to_close,issue_time_to_response,issue_monthly,issue_participants,labeled_issues,pulls_closed_rate,pulls_time_to_close,pulls_time_to_response,pulls_monthly,pulls_participants,pulls_merged_rate,issues_average_comments,pulls_average_comments,code_review_score,maintained_score,vulnerabilities,issue_per_participants,pulls_per_participants,open_issues,dependent_repositories,dependent_packages,commits_with_vertification_rate,commits_avg_msg_length,commits_author_count,commits_committer_count,issue_commented_rate,readme_headers_num,watchers,network_count,subscribers_count,comments_avg_length,pulls_last_90days,commmits_last_90days,health_percentage,projects_owned_by_maintainer,age_of_other_projects,workflow_runs_count,contributors_per_code_file,files_with_more_than_1_contributors,labels,releases,time_since_created,created_time,pull_authors_dec,pull_authors_jan,pull_difference,pull_authors_2024,Usage_Popularity,outdated_dependencies,headings_count
node-formidable,formidable,0.31,0.09,9.50,3.01,1.67,0.15,4.18,1.76,10.00,2.20,0.89,0.16,3.49,5.00,3.38,2.93,1.82,0.00,0.91,3.24,2.00,0.08,0.51,0.08,3.00,0.16,0.50,0.73,9.30,1.90,0.31,0.09,0.17,0.89,0.04,,10.00,0.01,6.65,0.02,1.17,0.07,0.53,0.01,,8.99,,0.00,0.96,0.00,0.51,2.08,0.00
remix-run,history,0.38,0.12,7.90,0.45,0.42,0.29,4.20,0.40,10.00,0.82,0.31,0.24,5.17,4.00,2.21,3.90,1.82,0.00,1.42,3.24,3.00,0.22,1.07,0.23,0.00,0.07,0.39,0.69,8.50,0.48,0.38,0.12,0.14,0.96,,,5.00,0.23,1.83,0.00,0.57,0.07,0.10,0.04,,5.42,,,0.82,,1.08,2.87,0.00
dominictarr,split,0.02,0.00,8.70,1.44,0.01,0.01,0.14,0.00,7.00,0.09,0.01,0.01,0.16,10.00,2.43,2.93,3.64,0.00,0.00,3.82,2.00,0.01,0.54,0.06,0.00,0.05,0.08,0.23,10.00,0.32,0.02,0.00,0.01,0.67,,,2.80,8.12,7.41,0.00,0.52,0.00,0.08,,,7.40,,,0.82,,0.54,0.00,0.00
yeoman,configstore,0.04,0.01,9.10,0.50,0.19,0.02,0.37,0.10,10.00,0.50,0.08,0.02,0.53,6.00,2.21,3.17,2.73,0.00,0.00,2.65,3.00,0.01,1.49,0.09,0.00,0.06,0.13,0.21,9.30,1.19,0.04,0.01,0.03,0.59,,,5.00,0.43,7.66,0.00,2.00,0.00,0.12,0.03,,7.25,,,0.82,,1.49,0.01,0.00
gulpjs,findup-sync,0.00,0.00,9.60,0.47,0.42,0.01,0.15,0.00,10.00,0.62,0.18,0.02,0.48,4.00,3.75,2.80,0.91,0.00,0.00,2.35,3.50,0.00,0.91,0.03,1.00,0.05,0.07,0.03,9.20,0.40,0.00,0.00,0.01,0.74,0.00,0.00,6.20,0.65,6.16,0.00,0.40,0.01,0.12,0.04,,7.28,0.00,,0.68,,0.91,0.03,0.00
airbnb,babel-plugin-dynamic-import-node,0.03,0.01,9.80,0.31,0.00,0.05,0.33,0.32,9.00,0.64,0.34,0.08,0.37,8.00,3.24,3.05,4.55,0.00,0.00,3.24,1.50,0.01,3.44,0.20,6.00,0.10,0.07,0.08,9.80,0.56,0.03,0.01,0.05,0.98,,,6.20,1.78,5.74,0.00,0.40,0.01,0.12,,,4.54,,,0.82,,3.43,0.39,0.00
image-size,image-size,0.09,0.02,8.10,1.34,1.92,0.04,1.03,0.18,10.00,0.43,0.17,0.15,0.99,8.00,2.43,0.98,1.82,10.00,0.43,3.53,1.00,0.04,1.44,0.08,0.00,0.07,0.22,0.21,8.60,1.19,0.09,0.02,0.03,0.92,0.08,0.14,3.70,0.00,7.95,0.00,0.33,0.02,0.10,0.02,,6.82,0.00,0.00,0.82,0.09,1.44,0.63,0.00
ladjs,superagent,0.75,0.17,7.40,0.66,0.42,0.28,3.23,0.46,10.00,0.49,0.20,0.25,6.58,7.00,0.96,2.32,1.82,10.00,0.43,2.65,3.00,0.31,0.42,0.36,1.00,0.10,1.42,2.70,8.20,1.03,0.75,0.17,0.33,0.82,0.00,,8.70,0.92,4.48,0.00,4.46,0.07,0.12,0.21,,8.35,,0.00,0.96,0.00,0.43,0.07,0.00
tildeio,rsvp.js,0.17,0.03,9.40,0.35,0.13,0.16,0.94,0.18,10.00,0.61,0.51,0.23,1.96,8.00,2.79,2.44,1.82,0.00,2.84,2.06,1.00,0.03,1.49,0.06,1.00,0.11,0.46,1.07,7.80,1.43,0.17,0.03,0.15,0.73,,,3.70,1.05,5.50,0.00,2.55,0.05,0.12,,,7.31,,,0.82,,1.49,5.24,0.00
normalize,mz,0.06,0.01,6.10,0.31,0.25,0.03,0.25,0.06,9.00,0.14,0.01,0.05,0.25,5.00,2.72,3.41,3.64,0.00,0.00,2.94,1.50,0.03,1.76,0.09,0.00,0.04,0.10,0.21,9.10,0.63,0.06,0.01,0.05,0.60,,,3.70,0.05,7.29,0.00,1.35,0.01,0.12,,,6.24,,,0.82,,1.76,0.02,0.00
ljharb,js-traverse,0.00,0.00,5.00,0.01,0.00,0.00,0.02,0.00,3.00,0.01,0.08,0.00,0.09,10.00,2.57,2.44,0.91,5.00,0.00,4.41,6.50,0.01,0.00,0.00,1.00,0.06,0.06,0.11,10.00,2.62,0.00,0.00,0.00,0.20,0.00,0.08,7.10,2.22,4.12,0.00,0.77,0.01,0.13,,,0.45,0.00,,0.68,,0.00,0.01,0.00
pimterry,loglevel,0.11,0.02,8.90,1.01,0.67,0.05,0.84,0.42,10.00,0.56,0.02,0.05,0.83,7.00,2.50,3.66,5.45,10.00,0.00,2.65,3.00,0.03,2.35,0.08,2.00,0.19,0.17,0.37,8.90,1.75,0.11,0.02,0.06,1.74,0.14,1.24,5.70,2.00,5.52,0.00,1.02,0.04,0.15,0.06,,7.01,,0.00,0.96,0.00,2.35,0.02,0.00
Urthen,case-sensitive-paths-webpack-plugin,0.02,0.01,7.80,0.33,0.18,0.02,0.26,0.22,4.00,0.37,0.64,0.05,0.37,6.00,2.21,0.85,2.73,0.00,2.28,2.65,1.50,0.08,3.18,0.64,0.00,0.10,0.09,0.10,9.50,0.08,0.02,0.01,0.01,0.89,,,4.20,0.19,6.63,0.00,0.97,0.01,0.13,,,4.99,,,0.82,,3.18,2.70,0.00
blakeembrey,pluralize,0.10,0.02,6.70,0.36,0.30,0.03,0.63,0.70,8.00,1.23,0.20,0.04,1.09,6.00,1.84,3.29,6.36,0.00,1.03,2.65,2.00,0.09,0.92,0.17,0.00,0.06,0.24,0.15,8.10,0.63,0.10,0.02,0.02,0.78,,0.00,5.00,1.84,6.04,0.00,3.11,0.00,0.12,0.03,,6.99,,,0.82,,0.93,0.27,0.00
dashed,shallowequal,0.01,0.00,9.10,0.49,0.66,0.02,0.10,0.12,9.00,0.21,0.11,0.21,0.14,8.00,1.69,0.49,10.00,0.00,1.42,1.76,0.00,0.02,0.73,0.06,6.00,0.10,0.06,0.13,7.80,0.71,0.01,0.00,0.01,1.14,,,4.20,1.53,5.12,0.00,0.74,0.01,0.12,0.00,,5.49,,,0.82,,0.73,3.49,0.00
shelljs,shelljs,0.64,0.09,8.10,0.48,0.31,0.26,2.68,8.00,10.00,0.58,0.15,0.28,3.00,8.00,2.28,4.15,3.64,9.00,0.00,2.06,1.50,0.20,0.83,1.23,1.00,0.17,0.51,0.69,8.80,5.16,0.64,0.09,0.26,1.03,0.10,0.06,6.20,0.06,5.95,0.00,1.21,0.09,0.56,0.04,,7.74,0.27,,0.55,0.00,0.84,0.04,0.86
markedjs,marked,1.44,0.43,9.60,0.34,0.11,0.54,2.71,7.30,10.00,0.03,0.00,1.25,0.99,9.00,0.96,0.61,6.36,10.00,0.04,2.06,0.50,0.04,0.35,0.42,4.00,0.31,1.05,1.55,9.70,0.79,1.44,0.43,0.57,1.25,1.28,1.46,10.00,0.12,2.18,0.05,1.17,0.30,0.66,0.30,,8.15,0.81,0.41,0.82,0.35,0.37,0.27,0.00
http-party,node-portfinder,0.04,0.01,9.50,1.23,1.24,0.03,0.53,0.14,10.00,0.94,0.31,0.05,1.11,7.00,3.16,3.78,6.36,0.00,0.04,3.24,3.00,0.01,3.02,0.29,2.00,0.13,0.21,0.44,9.70,0.40,0.04,0.01,0.02,1.09,,,3.70,0.03,9.13,0.00,2.83,0.01,0.12,0.03,,8.18,,,0.82,,3.02,0.01,0.00
PrismJS,prism,0.54,0.16,5.70,0.33,0.52,0.64,1.78,7.16,9.00,0.11,0.00,0.78,1.92,9.00,0.51,0.61,7.27,0.00,1.38,1.47,1.00,0.68,0.00,0.00,3.00,0.14,2.24,2.33,5.90,0.40,0.54,0.16,0.17,1.87,0.08,,7.50,0.03,6.00,0.00,0.84,0.61,0.38,0.10,,7.49,0.00,0.00,0.82,0.26,0.01,0.66,0.00
chaijs,chai,0.37,0.09,8.30,0.52,0.41,0.28,2.74,1.68,10.00,0.53,0.15,0.27,3.46,7.00,1.25,3.41,6.36,10.00,0.00,2.35,1.50,0.17,0.56,6.08,1.00,0.12,0.99,1.91,8.50,1.03,0.37,0.09,0.19,1.46,0.48,0.46,6.20,0.20,7.76,0.01,1.74,0.05,0.28,0.11,,7.90,1.08,0.14,0.41,0.26,0.57,0.58,4.57
domenic,opener,0.01,0.00,7.10,0.78,0.68,0.01,0.12,0.00,9.00,0.16,0.15,0.02,0.12,5.00,1.32,1.34,2.73,0.00,0.39,2.06,1.50,0.01,0.77,0.06,0.00,0.06,0.04,0.08,7.90,0.24,0.01,0.00,0.01,0.47,,,4.20,1.97,5.70,0.00,0.49,0.00,0.08,0.03,,7.44,,,0.82,,0.77,0.16,0.00
sindresorhus,get-port,0.04,0.01,8.90,1.13,0.47,0.02,0.35,0.24,10.00,0.33,0.13,0.02,0.51,6.00,2.50,3.66,4.55,0.00,0.00,3.82,3.50,0.01,0.48,0.11,1.00,0.04,0.12,0.08,9.50,0.63,0.04,0.01,0.02,0.90,,,8.50,10.00,6.01,0.00,2.38,0.00,0.13,0.02,,6.30,,,0.82,,0.48,0.00,0.00
okonet,lint-staged,0.58,0.05,8.00,0.75,0.15,0.43,5.24,1.12,10.00,0.69,0.05,0.33,3.60,7.00,2.43,4.88,0.91,10.00,0.00,4.12,1.50,0.19,0.32,2.95,1.00,0.15,0.82,0.34,9.20,3.57,0.58,0.05,0.06,1.57,0.24,0.54,3.70,1.38,5.72,0.02,1.00,0.07,0.30,0.54,,5.08,0.54,0.14,0.68,0.09,0.33,0.72,0.00
webpack-contrib,url-loader,0.06,0.02,9.90,0.59,0.40,0.07,1.14,0.58,10.00,0.42,0.18,0.06,0.97,8.00,2.57,2.80,2.73,0.00,1.77,3.53,2.00,0.01,1.98,1.68,2.00,0.08,0.24,0.26,9.50,1.03,0.06,0.02,0.03,0.64,,,6.20,0.78,6.35,0.00,0.89,0.02,0.66,0.05,,7.60,,,0.82,,1.98,3.95,0.00
reactjs,react-lifecycles-compat,0.02,0.00,8.20,0.00,0.00,0.08,0.10,0.12,6.00,2.25,2.72,0.15,0.28,6.00,2.06,1.10,1.82,0.00,2.54,1.76,1.00,0.06,0.71,0.04,3.00,0.13,0.06,0.16,8.60,0.56,0.02,0.00,0.02,1.09,,,5.00,0.63,4.10,0.00,0.82,0.01,0.15,,,3.69,,,0.82,,0.71,1.67,0.29
luisrudge,postcss-flexbugs-fixes,0.03,0.00,8.90,0.31,0.45,0.05,0.22,0.24,9.00,1.92,1.85,0.03,0.42,5.00,2.57,2.56,3.64,0.00,1.16,1.76,2.00,0.01,2.88,0.32,1.00,0.10,0.09,0.10,8.90,0.87,0.03,0.00,0.02,0.52,,,4.20,0.16,3.09,0.00,1.31,0.01,0.13,0.00,,5.49,,,0.82,,2.88,0.27,0.00
jquery,jquery,2.68,2.63,9.50,0.22,0.08,0.43,2.33,3.30,10.00,0.20,0.17,0.43,1.78,7.00,0.59,0.37,9.09,10.00,0.43,1.76,1.00,0.16,2.34,1.01,1.00,0.18,1.77,0.95,9.30,1.19,2.68,2.63,4.72,1.12,0.72,0.44,10.00,0.51,6.99,0.03,2.29,0.23,0.76,0.02,,9.74,0.27,0.68,1.37,0.61,2.38,0.35,4.57
cheeriojs,cheerio,1.25,0.21,9.50,1.25,1.19,0.31,3.68,1.06,10.00,0.03,0.19,2.69,0.18,9.00,0.96,0.00,0.91,10.00,0.04,2.94,0.00,0.07,0.42,0.69,6.00,0.64,0.80,0.94,9.30,1.03,1.25,0.21,0.54,0.83,3.25,3.13,7.50,0.02,7.76,0.19,1.50,0.08,0.23,0.14,,8.01,0.00,0.41,1.23,0.26,0.44,1.50,0.86
mochajs,mocha,1.02,0.38,8.10,0.71,0.90,0.54,2.93,8.68,9.00,0.53,0.05,0.53,4.41,7.00,0.37,1.22,6.36,10.00,1.08,2.35,2.00,0.41,0.72,9.24,1.00,0.16,2.98,4.22,9.00,0.40,1.02,0.38,0.59,1.37,0.54,0.42,7.50,0.12,5.47,0.03,1.74,0.31,0.71,0.19,,8.41,1.35,0.54,0.68,0.61,0.74,1.64,0.00
ljharb,json-stable-stringify,0.00,0.00,5.70,0.15,0.00,0.02,0.04,0.04,6.00,0.01,0.00,0.01,0.07,8.00,3.16,2.07,1.82,10.00,0.00,2.65,2.00,0.01,1.37,0.07,6.00,0.05,0.06,0.06,10.00,0.79,0.00,0.00,0.00,0.73,0.06,0.12,7.10,2.22,4.12,0.00,0.82,0.01,0.13,,,0.43,0.27,0.00,0.68,0.09,1.37,0.01,0.00
rbuckton,reflect-metadata,0.14,0.02,8.30,2.66,2.10,0.06,1.08,0.66,9.00,4.83,3.54,0.03,0.42,5.00,1.99,1.71,1.82,10.00,0.00,3.53,2.50,0.04,0.98,0.79,1.00,0.07,0.04,0.08,8.50,1.11,0.14,0.02,0.06,1.14,0.24,0.66,4.20,0.90,4.32,0.00,0.06,0.00,0.20,0.03,,5.66,0.00,0.00,0.82,0.00,0.98,0.05,0.00
tomas,needle,0.07,0.03,7.20,0.55,0.27,0.09,1.70,0.10,10.00,1.08,0.22,0.06,1.85,7.00,2.79,4.27,5.45,10.00,0.17,2.35,2.50,0.15,1.22,0.04,1.00,0.08,0.41,0.81,8.50,2.22,0.07,0.03,0.05,0.80,0.00,0.20,4.20,0.89,5.75,0.00,1.47,0.02,0.08,0.08,,7.89,0.00,,0.68,,1.22,0.03,0.00
archiverjs,node-archiver,0.12,0.03,7.40,0.77,0.70,0.14,3.76,0.30,10.00,0.47,0.40,0.17,1.04,6.00,2.79,1.34,0.91,10.00,0.00,3.24,1.00,0.22,0.18,0.18,2.00,0.14,0.22,0.16,8.20,0.32,0.12,0.03,0.04,0.83,0.30,0.56,5.00,0.05,6.81,0.01,0.57,0.02,0.43,0.17,,7.32,,,0.82,0.09,0.18,0.04,0.29
webpack-contrib,copy-webpack-plugin,0.13,0.04,9.80,0.67,0.20,0.20,4.15,2.30,10.00,0.30,0.05,0.22,2.38,8.00,3.82,2.44,7.27,10.00,0.00,4.71,1.00,0.02,1.39,0.98,5.00,0.09,0.35,0.19,9.60,0.71,0.13,0.04,0.05,0.98,0.16,0.28,6.20,0.78,6.35,0.00,0.93,0.04,0.70,0.17,,5.23,,0.27,1.23,0.18,1.39,1.99,0.00
reworkcss,css,0.07,0.03,4.40,1.24,2.71,0.05,0.64,0.18,7.00,1.61,0.39,0.05,0.95,6.00,1.62,1.83,3.64,0.00,0.00,2.65,2.50,0.14,1.95,0.06,0.00,0.11,0.14,0.31,6.70,1.03,0.07,0.03,0.04,0.74,0.06,,3.70,0.26,7.83,0.00,0.17,0.02,0.08,,,7.48,0.27,0.14,0.82,0.09,1.95,0.00,0.00
js-cookie,js-cookie,0.98,0.27,9.90,0.16,0.09,0.27,3.11,3.58,10.00,0.33,0.15,0.14,1.29,3.00,3.16,3.05,0.91,4.00,0.00,2.35,1.00,0.01,0.22,0.27,3.00,0.20,0.24,0.11,9.60,1.83,0.98,0.27,0.51,1.02,0.04,0.20,7.50,0.02,6.41,0.01,0.92,0.02,0.22,0.08,,5.65,0.00,0.00,0.82,0.09,0.24,0.05,3.14
chrisdickinson,raf,0.03,0.01,9.40,0.57,0.37,0.00,0.16,0.00,10.00,0.13,0.10,0.04,0.39,8.00,3.01,3.90,3.64,0.00,0.00,4.12,2.50,0.00,2.80,0.21,0.00,0.09,0.10,0.23,9.40,0.87,0.03,0.01,0.03,0.58,,,4.20,3.11,7.28,0.00,2.21,0.00,0.08,,,7.17,,,0.82,,2.80,0.00,0.00
webpack,webpack-cli,0.12,0.07,9.80,0.42,0.13,0.49,3.27,6.54,10.00,0.05,0.00,1.95,0.30,8.00,2.65,0.24,7.27,10.00,0.04,2.65,0.00,0.04,0.97,4.56,9.00,1.06,0.07,0.03,9.30,0.87,0.12,0.07,0.08,0.74,1.52,1.36,8.70,0.44,6.89,0.10,0.23,0.02,0.83,0.16,,4.45,0.54,0.27,0.82,0.18,0.97,2.60,0.29
dominictarr,JSONStream,0.09,0.02,5.70,0.64,0.21,0.07,0.97,0.00,9.00,0.32,0.07,0.02,0.99,8.00,2.72,4.39,3.64,0.00,0.00,3.53,4.00,0.10,0.52,0.07,0.00,0.07,0.19,0.50,8.80,1.03,0.09,0.02,0.05,0.93,,,4.20,8.12,7.41,0.00,0.93,0.01,,,,8.04,,,0.82,,0.52,0.00,0.00
d3,d3-array,0.02,0.03,9.10,0.63,0.83,0.07,0.51,0.08,10.00,0.86,0.33,0.08,0.53,6.00,1.76,2.32,3.64,0.00,0.09,1.47,1.00,0.03,0.14,0.06,3.00,0.05,0.07,0.08,8.40,0.16,0.02,0.03,0.03,0.90,,,3.70,0.48,6.27,0.00,0.44,0.04,0.07,0.16,,5.50,,,0.82,,0.14,0.14,0.00
highlightjs,highlight.js,1.04,0.45,8.50,0.18,0.04,0.74,2.52,9.64,9.00,0.17,0.05,0.75,4.41,8.00,0.81,0.98,10.00,10.00,0.13,2.06,2.00,0.22,0.64,0.39,6.00,0.21,1.18,0.03,9.00,1.67,1.04,0.45,0.46,1.26,0.74,0.52,8.70,0.52,2.79,0.04,0.39,0.11,0.43,0.09,,8.54,2.43,0.81,0.41,1.40,0.65,0.24,3.14
reduxjs,react-redux,1.06,0.43,9.60,0.27,0.03,0.41,4.31,0.34,10.00,0.18,0.00,0.43,4.09,7.00,1.99,2.93,10.00,10.00,1.25,3.53,2.00,0.05,1.08,0.69,5.00,0.12,0.74,0.29,9.70,0.95,1.06,0.43,0.60,1.45,0.54,2.02,7.50,0.18,4.62,0.02,1.40,0.08,0.20,0.31,,5.43,1.08,0.54,0.82,0.35,1.10,3.14,2.29
facebook,fbjs,0.09,0.04,6.70,0.47,0.31,0.08,1.08,0.04,9.00,0.74,0.22,0.22,2.63,8.00,1.84,1.95,3.64,0.00,1.38,3.24,1.50,0.15,0.87,0.06,2.00,0.19,0.38,0.55,7.70,0.24,0.09,0.04,0.10,0.81,,0.00,7.50,1.22,4.61,0.00,0.86,0.17,0.23,,,5.51,,,0.82,,0.87,3.40,2.00
yeoman,update-notifier,0.08,0.02,8.10,0.65,0.60,0.04,0.84,0.48,10.00,0.46,0.08,0.05,1.09,6.00,1.99,2.80,2.73,0.00,0.00,2.65,2.00,0.04,1.37,0.19,0.00,0.06,0.28,0.27,8.80,1.19,0.08,0.02,0.03,0.90,,,6.20,0.26,7.96,0.00,2.59,0.01,0.15,0.05,,7.21,,,0.82,,1.37,0.00,0.00
postcss,postcss-nested,0.05,0.01,9.70,0.42,0.05,0.05,0.92,0.30,10.00,0.43,0.01,0.02,0.35,8.00,3.68,2.32,0.91,0.00,0.00,3.24,1.50,0.01,2.53,0.16,1.00,0.10,0.17,0.24,9.90,0.56,0.05,0.01,0.02,0.81,,,3.70,0.49,6.08,0.00,1.86,0.00,0.12,,,5.89,,,0.82,,2.53,0.13,0.00
csstools,postcss-plugins,0.04,0.01,9.80,0.70,0.92,0.33,1.24,4.10,10.00,0.02,0.06,1.82,0.67,9.00,3.09,0.37,0.91,10.00,0.00,1.47,0.50,0.02,2.94,0.35,10.00,0.11,0.04,0.05,8.70,0.63,0.04,0.01,0.02,1.27,1.96,7.45,6.20,1.07,5.07,0.15,0.02,0.03,1.71,,,2.47,0.27,0.27,0.96,0.44,2.94,1.10,6.29
angular,angular-cli,1.21,1.53,8.80,0.02,0.06,4.97,2.94,4.84,10.00,0.01,0.29,5.97,0.76,9.00,0.07,0.00,9.09,10.00,0.17,2.35,0.50,0.50,0.01,0.01,0.00,0.43,0.14,0.06,9.50,1.35,1.21,1.53,1.47,1.41,7.60,8.00,8.70,1.86,6.01,0.84,0.25,0.06,1.69,1.65,,5.50,2.70,1.49,0.96,1.32,0.03,2.38,8.00
reduxjs,reselect,0.87,0.09,9.40,1.18,0.62,0.20,3.31,1.08,9.00,1.65,0.12,0.14,3.14,7.00,3.31,4.76,10.00,10.00,0.13,3.24,2.50,0.07,0.73,0.12,1.00,0.14,0.10,0.19,9.10,0.95,0.87,0.09,0.24,1.42,0.76,5.01,3.70,0.18,4.62,0.01,0.77,0.08,0.28,0.11,,5.45,1.35,0.54,0.68,0.53,0.74,1.54,0.00
fshost,node-dir,0.01,0.01,5.80,0.64,1.32,0.02,0.29,0.00,7.00,0.19,0.40,0.02,0.25,9.00,1.40,1.59,4.55,0.00,0.00,2.65,2.50,0.04,0.38,0.04,0.00,0.09,0.09,0.24,7.40,0.48,0.01,0.01,0.02,1.06,,,4.20,0.38,8.49,0.00,0.67,0.00,0.08,,,7.35,,,0.82,,0.38,0.01,0.00
bruce,node-temp,0.02,0.01,9.50,2.94,3.19,0.02,0.32,0.18,9.00,2.46,1.43,0.02,0.72,8.00,2.50,1.34,2.73,0.00,0.39,2.94,2.50,0.01,0.00,0.00,1.00,0.11,0.19,0.48,8.80,0.48,0.02,0.01,0.02,0.52,,,4.20,1.06,7.20,0.00,3.61,0.00,0.07,0.00,,8.94,,,0.82,,0.00,0.05,0.00
Stuk,jszip,0.43,0.16,3.40,0.58,1.25,0.26,3.80,1.26,8.00,1.12,0.86,0.08,2.70,8.00,1.18,2.44,1.82,0.00,1.98,2.94,2.50,0.73,0.51,0.15,1.00,0.19,0.31,0.57,6.90,0.00,0.43,0.16,0.19,1.21,0.00,,4.20,1.08,7.08,0.00,1.07,0.08,0.07,,,9.46,0.00,,0.68,,0.52,0.18,0.00
sinonjs,sinon,0.43,0.10,9.30,0.34,0.18,0.33,2.87,3.54,10.00,0.15,0.03,0.37,2.40,9.00,1.18,1.22,2.73,10.00,0.47,2.35,1.00,0.08,0.19,2.58,2.00,0.26,0.37,0.13,9.70,0.63,0.43,0.10,0.14,1.34,0.14,0.18,7.50,0.15,5.93,0.01,0.38,0.28,0.68,0.05,,8.89,,0.41,1.37,0.35,0.19,0.58,6.86
webpack-contrib,source-map-loader,0.02,0.01,9.60,2.02,1.18,0.03,0.63,0.30,10.00,0.68,0.04,0.10,1.20,8.00,2.57,2.44,8.18,5.00,0.00,3.82,1.50,0.01,2.38,0.38,6.00,0.12,0.19,0.13,8.70,0.63,0.02,0.01,0.03,0.94,0.12,0.16,6.20,0.78,6.35,0.00,0.82,0.03,0.65,0.05,,6.22,0.54,0.14,0.68,0.09,2.38,2.13,0.00
arcanis,pnp-webpack-plugin,0.01,0.00,5.30,0.20,0.09,0.01,0.16,0.00,5.00,1.49,0.97,0.04,0.21,4.00,2.28,1.83,1.82,0.00,2.41,3.53,1.50,0.05,1.39,0.13,3.00,0.05,0.02,0.06,6.80,0.32,0.01,0.00,0.01,2.33,,,2.80,2.77,3.90,0.00,0.32,0.00,0.13,,,3.23,,,0.82,,1.39,1.49,0.00
pngjs,pngjs,0.03,0.01,7.10,1.16,1.56,0.06,0.63,0.54,10.00,0.61,0.13,0.24,0.74,4.00,1.32,1.71,1.82,0.00,2.41,2.06,0.50,0.07,0.34,0.06,2.00,0.23,0.24,0.18,6.80,2.14,0.03,0.01,0.01,1.20,,,3.70,0.00,6.41,0.00,0.34,0.02,0.15,,,5.40,,,0.82,,0.34,0.43,0.00
jshttp,basic-auth,0.03,0.01,9.30,0.04,0.01,0.01,0.16,0.34,9.00,0.36,0.04,0.03,0.32,3.00,2.65,1.95,0.91,0.00,0.00,2.35,2.50,0.01,0.85,0.04,0.00,0.04,0.06,0.05,9.60,0.63,0.03,0.01,0.03,0.94,,,3.70,0.25,7.37,0.00,0.87,0.00,0.35,0.02,,6.54,,,0.82,,0.85,0.04,0.00
Raynos,global,0.01,0.00,4.00,6.47,0.71,0.00,0.09,0.00,10.00,1.28,0.33,0.01,0.21,7.00,1.62,2.20,2.73,0.00,0.00,3.53,4.00,0.01,0.50,0.11,0.00,0.04,0.05,0.15,10.00,0.40,0.01,0.00,0.01,0.43,,,4.20,5.88,7.30,0.00,0.29,0.00,0.08,,,6.32,,,0.82,,0.50,0.00,0.00
JedWatson,react-select,1.23,0.52,5.10,0.20,0.36,0.86,4.21,8.08,8.00,0.80,0.03,0.46,7.53,7.00,0.29,1.22,2.73,0.00,0.00,3.53,3.50,0.70,0.14,0.21,5.00,0.13,0.29,0.29,7.60,0.79,1.23,0.52,0.33,1.11,0.12,,7.10,0.90,6.19,0.00,1.11,0.20,0.25,0.13,,6.03,0.54,0.27,0.82,0.26,0.16,6.23,0.29
FezVrasta,popper.js,1.28,0.19,9.90,0.13,0.03,1.10,2.30,3.94,10.00,0.08,0.00,1.19,2.12,9.00,1.03,1.71,1.82,10.00,0.09,1.76,1.00,0.01,0.82,0.15,5.00,0.08,0.18,0.05,9.20,1.03,1.28,0.19,0.37,1.17,1.26,2.12,7.50,2.49,4.64,0.04,0.14,0.11,0.45,0.97,,4.94,1.62,0.81,0.82,0.79,0.83,4.17,0.00
styled-components,polished,0.34,0.03,9.30,0.66,0.54,0.15,1.37,3.48,10.00,0.19,0.02,0.29,1.73,8.00,2.65,2.68,0.91,10.00,0.65,2.35,1.00,0.04,0.11,0.18,1.00,0.21,0.45,0.23,9.10,1.27,0.34,0.03,0.06,0.90,0.08,0.60,8.70,0.31,4.76,0.01,0.52,0.12,0.20,0.21,,4.53,,,0.82,0.09,0.11,2.46,4.57
pvorb,node-md5,0.04,0.02,9.10,0.40,0.36,0.01,0.29,0.00,8.00,2.24,2.03,0.02,0.30,7.00,1.99,1.10,5.45,0.00,0.78,2.65,2.00,0.02,0.00,0.00,3.00,0.11,0.09,0.18,9.10,0.71,0.04,0.02,0.02,0.91,,,4.20,0.98,7.83,0.00,0.63,0.00,0.00,0.00,,7.92,,,0.82,,0.00,0.23,0.00
senchalabs,connect,0.44,0.14,10.00,1.00,0.65,0.33,2.63,1.26,10.00,0.69,0.23,0.33,5.13,4.00,2.13,3.54,0.91,0.00,0.00,2.06,2.50,0.01,1.64,0.20,0.00,0.03,0.07,0.02,9.20,1.35,0.44,0.14,0.46,0.69,,,5.00,0.19,9.13,0.00,0.23,0.00,0.25,,,8.95,,,0.82,,1.65,0.02,0.00
styled-components,styled-components,1.82,0.31,5.80,0.18,0.34,0.83,6.09,0.44,10.00,0.52,0.18,0.43,6.17,7.00,0.51,1.10,1.82,10.00,0.39,5.00,2.50,0.44,0.68,1.22,3.00,0.18,0.52,0.24,8.10,0.87,1.82,0.31,0.54,1.20,0.22,0.46,6.20,0.31,4.76,0.02,0.38,0.07,0.13,0.40,,4.68,0.81,0.00,0.41,0.09,0.70,2.37,5.71
jfromaniello,url-join,0.02,0.01,9.00,3.01,0.97,0.02,0.35,0.06,10.00,1.79,2.18,0.07,0.39,7.00,2.28,1.34,1.82,1.00,0.00,3.53,1.00,0.01,0.39,0.12,4.00,0.22,0.06,0.08,8.50,0.63,0.02,0.01,0.01,0.84,0.00,0.00,4.20,2.47,6.32,0.00,1.13,0.00,0.10,0.00,,7.11,,,0.82,0.00,0.39,0.04,0.00
