owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
chalk,supports-color,0.02,0.01,9.25,,1.28,,0.01,0.01,0.00,3.82,,0.13,5.00,0.00,0.63,0.13,6.33,0.00,0.00,0.00,2.13,0.00,6.76,0.04,0.02,,0.00,,10.00,10.00,0.00
npm,node-semver,0.22,0.06,0.00,0.00,1.03,0.56,1.29,1.22,0.27,0.35,0.23,0.53,8.70,2.86,1.35,3.11,5.29,0.00,0.00,0.04,1.47,0.06,8.46,0.03,0.20,0.22,0.28,0.04,8.10,10.00,7.89
chalk,chalk,0.97,0.11,9.12,0.42,1.39,,0.01,0.06,0.01,0.00,0.00,0.15,7.50,2.29,1.51,0.13,6.33,0.01,0.00,0.00,2.13,0.02,6.76,0.06,0.12,0.09,0.01,0.00,8.70,10.00,7.89
debug-js,debug,0.50,0.11,10.00,0.41,1.32,,0.00,0.96,0.00,0.01,0.01,0.23,5.00,0.00,1.59,0.00,9.13,0.03,0.00,0.00,2.79,0.02,7.91,0.09,0.11,,0.02,,4.60,3.33,7.37
microsoft,tslib,0.05,0.02,6.96,0.24,1.36,0.69,0.44,0.13,0.08,0.74,1.19,0.17,6.20,0.00,1.75,10.00,3.07,0.15,0.00,0.01,1.40,0.01,5.58,0.10,0.04,0.22,0.09,0.04,5.00,8.89,7.37
vercel,ms,0.22,0.04,9.92,0.24,1.32,,0.10,0.30,,,,0.15,6.20,0.00,0.71,1.32,3.05,1.50,0.22,0.00,1.84,0.01,7.73,0.05,0.04,,0.03,,2.00,,6.84
mozilla,source-map,0.16,0.05,7.68,0.22,1.32,,,0.00,0.00,2.50,0.00,0.10,6.20,3.43,0.87,10.00,5.95,0.22,0.09,0.00,1.99,0.04,8.18,,0.02,,0.00,,0.00,4.44,6.84
isaacs,node-lru-cache,0.23,0.05,0.00,0.17,1.36,,0.04,0.03,0.01,0.40,0.44,0.02,5.70,0.00,4.68,4.19,7.22,0.31,0.04,0.01,0.59,0.01,8.96,,0.10,0.04,0.01,0.03,8.50,10.00,6.84
chalk,strip-ansi,0.02,0.00,8.85,0.17,1.32,,,,,,,0.10,5.00,0.00,0.48,0.13,6.33,0.01,0.00,0.00,0.88,0.00,6.52,0.01,,,,,,,6.84
nodejs,readable-stream,0.05,0.03,7.92,0.13,1.21,,0.03,0.44,0.01,0.05,0.00,0.20,7.50,2.29,0.63,1.87,5.18,0.10,0.00,0.01,1.32,0.16,7.46,0.14,0.04,0.04,0.01,0.01,5.00,10.00,6.84
tj,commander.js,1.18,0.23,0.00,1.82,1.43,0.83,1.84,0.27,0.82,0.44,0.35,0.18,8.50,0.86,3.41,2.68,7.21,0.70,0.00,0.03,1.25,0.08,8.11,0.19,0.32,0.22,0.80,0.21,9.30,10.00,9.47
isaacs,minimatch,0.14,0.03,9.24,1.96,1.32,,0.17,0.08,0.00,0.01,0.44,0.02,4.20,0.00,2.78,4.19,7.22,0.46,0.13,0.00,0.44,0.01,8.17,,0.06,0.04,0.01,0.01,6.20,4.44,9.47
isaacs,node-glob,0.38,0.07,0.00,1.93,1.32,,0.15,0.05,0.01,0.49,0.72,0.05,5.70,1.14,3.25,4.19,7.22,0.20,0.04,0.01,0.29,0.02,9.34,,0.29,0.13,0.01,0.06,9.10,10.00,9.47
sindresorhus,find-up,0.03,0.01,7.89,1.93,1.32,,0.10,0.12,,,,0.13,8.50,0.00,1.59,10.00,6.01,0.00,0.00,0.00,2.06,0.00,5.33,0.02,0.02,0.00,,0.00,6.70,,9.47
sindresorhus,escape-string-regexp,0.03,0.01,8.63,1.93,1.32,,,,,,,0.10,8.50,0.00,0.24,10.00,6.01,0.01,0.00,0.00,0.81,0.01,6.15,0.01,,,,,,,9.47
feross,safe-buffer,0.02,0.01,9.22,1.93,1.32,,0.00,0.00,,,,0.12,4.20,0.00,1.90,1.32,6.09,0.00,0.00,0.00,0.59,0.00,5.08,,0.00,,,,10.00,,9.47
uuidjs,uuid,0.64,0.11,7.17,1.90,1.32,,0.77,0.10,0.05,0.34,0.03,0.23,7.50,0.86,2.38,0.01,6.07,3.51,0.43,0.02,0.74,0.04,8.54,,0.06,0.09,0.05,0.01,10.00,7.78,9.47
ajv-validator,ajv,0.60,0.11,7.65,1.88,1.25,0.56,2.38,1.71,0.00,1.34,0.70,0.50,10.00,6.29,1.11,0.13,4.82,0.06,0.00,0.00,0.51,0.14,5.53,0.38,0.47,0.00,0.06,0.00,3.60,0.00,9.47
yargs,yargs-parser,0.02,0.02,6.88,1.88,1.36,,0.06,0.03,0.00,5.63,,0.42,3.70,0.00,2.30,0.09,6.03,0.19,0.00,0.00,1.84,0.01,5.06,0.09,0.02,,0.01,,6.70,1.11,8.95
acornjs,acorn,0.46,0.11,7.63,1.87,1.36,,0.02,0.05,0.02,0.00,0.01,0.10,2.50,0.00,0.32,0.15,4.85,0.01,0.00,0.00,1.99,0.07,7.35,,0.26,0.17,0.03,0.07,9.20,7.78,8.95
yargs,yargs,0.49,0.13,7.00,1.83,1.39,0.97,1.46,0.17,0.05,2.76,0.84,0.80,6.20,2.57,1.11,0.09,6.03,0.02,0.00,0.00,1.84,0.09,6.58,0.13,0.21,0.13,0.08,0.01,6.70,5.56,8.95
jprichardson,node-fs-extra,0.42,0.10,0.00,1.79,1.28,,2.01,0.07,0.03,0.69,0.87,0.33,4.20,0.00,0.95,1.50,7.76,0.00,0.00,0.00,0.96,0.08,7.94,,0.13,0.13,0.03,0.01,8.80,10.00,8.95
isaacs,rimraf,0.25,0.04,8.25,1.78,1.32,,0.13,0.10,0.01,0.56,0.54,0.00,4.20,0.00,1.27,4.19,7.22,0.19,0.04,0.00,0.15,0.00,8.47,,0.10,0.04,0.02,0.02,6.70,5.56,8.95
estools,estraverse,0.04,0.02,7.08,1.78,1.32,,0.17,0.20,,,,0.08,3.70,0.00,0.32,0.11,7.86,0.10,0.00,0.00,1.69,0.01,7.32,,0.01,,,,10.00,,8.95
sindresorhus,camelcase,0.03,0.01,7.37,1.78,1.32,,,,0.01,0.26,0.04,0.10,8.50,0.00,0.48,10.00,6.01,0.00,0.00,0.00,3.16,0.00,5.94,0.03,,0.09,0.01,0.01,,10.00,8.95
sindresorhus,path-exists,0.01,0.00,7.89,1.78,1.32,,,,,,,0.10,8.50,0.00,0.56,10.00,6.01,0.01,0.00,0.00,1.03,0.01,5.56,0.00,,,,,,,8.95
isaacs,inherits,0.02,0.01,9.90,1.78,1.32,,,,,,,0.02,5.70,0.00,0.16,4.19,7.22,0.98,0.34,0.00,0.29,0.00,8.36,,,0.00,0.00,0.00,,,8.95
npm,node-which,0.01,0.01,0.00,1.67,1.28,0.56,,,0.13,0.33,0.34,0.38,8.70,2.86,0.32,3.11,5.29,0.00,0.00,0.02,0.88,0.01,8.13,0.00,0.01,0.17,0.13,0.03,0.00,8.89,8.42
sindresorhus,resolve-from,0.01,0.00,7.58,1.67,1.32,,,,,,,0.10,8.50,0.00,0.71,10.00,6.01,0.02,0.00,0.00,0.74,0.00,6.10,0.00,0.00,,,,0.00,,8.42
jonschlinkert,extend-shallow,0.00,0.00,3.92,1.67,1.32,,,,,,,0.10,4.20,0.00,0.63,7.69,6.47,0.01,0.00,0.00,0.07,0.00,5.91,,,,,,,,8.42
json5,json5,0.28,0.03,7.37,1.67,1.28,,0.00,0.01,0.00,0.01,,0.13,7.50,0.86,2.14,0.06,5.86,0.95,1.77,0.00,0.59,0.08,7.57,0.03,0.04,,0.00,,6.00,4.44,8.42
isaacs,node-mkdirp,0.01,0.01,7.35,1.67,1.32,,0.01,0.01,,,,,,0.00,1.75,4.19,7.22,0.00,0.13,0.00,0.37,0.01,7.96,,0.00,0.00,,0.00,10.00,,8.42
sindresorhus,execa,0.28,0.03,6.48,1.47,2.82,0.83,0.43,0.03,0.63,0.04,0.03,0.15,8.50,0.00,1.75,10.00,6.01,0.00,0.00,0.06,0.66,0.03,5.15,0.07,0.12,0.35,0.61,0.27,9.20,10.00,6.84
ljharb,qs,0.38,0.09,8.24,1.51,1.39,,0.01,0.01,0.00,0.20,0.19,0.32,8.50,0.00,0.95,2.22,4.12,0.01,0.00,0.01,2.06,0.01,6.09,,0.06,0.09,0.01,0.02,8.90,4.44,6.84
nodeca,js-yaml,0.28,0.11,7.33,1.51,1.36,,0.10,0.34,0.00,0.55,,0.13,5.00,0.00,0.40,0.43,6.80,0.10,0.00,0.00,0.15,0.17,8.02,,0.05,,0.00,,4.30,4.44,6.84
browserify,resolve,0.03,0.03,8.12,1.52,1.32,,0.01,0.01,0.01,0.56,0.00,,5.00,0.00,0.56,0.67,6.86,0.03,0.00,0.00,0.88,0.03,8.22,,0.08,0.00,0.01,0.06,10.00,7.78,6.84
websockets,ws,0.95,0.29,6.21,1.46,1.28,0.42,0.20,0.03,0.05,0.61,0.12,0.18,5.00,0.00,1.90,0.04,6.24,0.02,0.00,0.00,2.57,0.05,7.95,0.25,0.29,0.13,0.05,0.08,10.00,10.00,7.37
nodeca,argparse,0.02,0.01,7.36,1.46,1.32,,4.67,3.14,0.00,4.04,,0.10,5.00,0.00,0.00,0.43,6.80,0.07,0.00,0.00,0.51,0.01,7.60,,0.01,,0.00,,5.00,10.00,7.37
sindresorhus,pify,0.07,0.01,6.81,1.46,1.32,,,,,,,0.13,8.50,0.00,0.56,10.00,6.01,0.01,0.00,0.00,1.54,0.00,5.34,0.01,,,,,,,7.37
postcss,postcss,1.28,0.20,6.89,1.44,1.28,0.56,0.32,0.00,0.06,0.08,0.05,0.12,5.00,0.00,2.38,0.49,6.08,0.12,0.00,0.00,1.62,0.10,6.66,0.60,0.24,0.39,0.06,0.18,9.20,10.00,7.37
form-data,form-data,0.10,0.04,6.34,1.44,1.32,0.69,,5.04,,,,0.23,3.70,0.00,0.71,0.02,7.44,0.08,0.00,0.00,1.47,0.02,8.28,0.04,0.03,,0.01,,0.00,,7.37
moxystudio,node-cross-spawn,0.05,0.01,0.00,1.44,1.32,,,,,,,0.13,3.70,0.00,0.79,0.76,3.98,4.85,1.94,0.00,0.51,0.01,6.14,,,,,,,,7.37
sindresorhus,slash,0.01,0.01,6.65,1.44,1.32,,,,,,,0.08,8.50,0.00,0.40,10.00,6.01,0.00,0.00,0.00,1.03,0.01,6.79,0.01,,,,,,,7.37
ashtuchkin,iconv-lite,0.14,0.04,8.40,1.43,1.32,,0.02,0.01,,,0.00,0.07,4.20,0.00,0.87,0.47,6.03,0.10,0.00,0.00,0.66,0.02,7.95,,0.05,,0.01,,2.90,,7.37
micromatch,micromatch,0.12,0.02,7.75,1.43,1.28,,0.00,0.00,,,0.01,0.08,8.70,0.00,5.71,0.25,5.91,0.00,0.00,0.00,0.22,0.02,5.85,0.02,0.04,0.00,0.00,0.00,3.30,,7.37
sindresorhus,make-dir,0.02,0.00,6.93,1.43,1.32,,0.01,0.01,0.01,0.01,0.02,0.10,8.50,0.00,0.63,10.00,6.01,0.02,0.00,0.00,1.10,0.01,4.18,0.01,0.01,0.09,0.01,0.00,10.00,10.00,7.37
sindresorhus,globby,0.11,0.02,6.29,1.43,1.36,,4.42,0.94,0.00,2.12,0.00,0.13,8.50,0.00,1.27,10.00,6.01,0.00,0.00,0.00,2.87,0.01,6.15,0.07,0.06,0.09,0.00,0.01,5.00,10.00,7.37
broofa,mime,0.09,0.05,8.04,1.42,1.25,0.69,0.24,0.17,0.04,0.37,1.65,0.07,5.70,0.00,1.11,0.57,4.37,0.38,0.00,0.00,0.66,0.01,9.12,,0.09,0.00,0.04,0.09,10.00,10.00,7.37
minimistjs,minimist,0.02,0.00,8.46,1.48,1.32,,0.02,0.01,0.01,0.01,0.00,0.18,7.50,0.00,0.48,0.02,1.09,0.01,0.00,0.01,1.10,0.01,0.45,,0.08,0.04,0.02,0.01,5.00,5.56,7.37
feross,buffer,0.08,0.03,4.74,1.45,1.54,,,4.49,0.03,0.72,0.00,0.08,4.20,0.00,1.98,1.32,6.09,0.01,0.00,0.00,0.88,0.02,6.56,,0.07,0.30,0.03,0.02,0.00,10.00,7.37
jprichardson,node-jsonfile,0.05,0.04,0.00,1.45,1.32,,,,,,,0.08,4.20,0.00,0.32,1.50,7.76,0.00,0.00,0.00,1.62,0.01,7.37,,,,,,,,7.37
visionmedia,bytes.js,0.02,0.01,0.00,1.45,1.32,,,,,,,0.18,3.70,0.00,0.32,0.22,8.66,0.01,0.00,0.00,1.84,0.01,7.55,,,,,,,,7.37
jshttp,http-errors,0.07,0.01,7.98,1.45,1.28,,,,,,,0.33,3.70,0.00,0.79,0.25,7.37,0.01,0.00,0.00,1.54,0.00,6.01,,0.01,,0.00,,0.00,,7.37
isaacs,node-graceful-fs,0.06,0.02,0.00,1.45,1.32,,0.07,0.01,,,,0.02,4.20,0.00,0.95,4.19,7.22,0.74,0.22,0.00,1.03,0.01,8.16,,0.01,,0.00,,10.00,,7.37
webpack,loader-utils,0.03,0.02,5.22,1.50,1.28,,5.02,3.68,0.01,0.77,0.00,0.13,5.00,0.00,0.48,0.44,6.89,1.27,0.13,0.00,1.99,0.02,7.28,0.06,0.02,0.04,0.01,0.00,6.70,7.78,7.37
caolan,async,1.28,0.31,6.30,1.44,1.25,0.56,1.20,0.13,0.13,0.90,1.09,0.23,4.20,0.00,0.00,1.23,7.49,2.80,0.56,0.00,0.88,0.30,8.94,0.01,0.04,0.26,0.12,0.06,8.30,10.00,6.84
thlorenz,convert-source-map,0.01,0.01,6.97,1.44,1.25,,,,0.00,0.57,,0.08,4.20,0.00,1.90,4.38,6.33,0.00,0.00,0.00,2.13,0.00,7.03,,,0.00,0.00,0.00,,10.00,6.84
cosmiconfig,cosmiconfig,0.17,0.02,5.60,1.42,1.32,,0.77,0.29,0.04,0.16,0.22,0.18,5.00,3.43,2.78,0.00,6.21,2.12,0.00,0.00,1.40,0.05,5.21,0.02,0.16,0.13,0.04,0.14,9.00,10.00,6.84
dougwilson,nodejs-depd,0.01,0.01,8.03,1.42,1.32,,,,,,,0.12,4.20,0.00,1.27,0.27,8.79,0.02,0.00,0.00,0.00,0.00,6.17,0.04,0.00,,,,0.00,,6.84
facebook,regenerator,0.17,0.15,0.01,1.34,1.32,0.56,2.28,0.01,0.16,1.28,0.99,0.12,7.50,3.43,0.00,1.22,4.61,0.64,0.00,0.00,1.25,0.03,6.64,0.09,0.02,0.22,0.18,0.07,6.70,8.89,6.84
sindresorhus,strip-json-comments,0.03,0.01,6.79,1.34,1.32,,0.07,,0.00,0.05,,0.10,8.50,0.00,0.56,10.00,6.01,0.00,0.00,0.00,1.32,0.01,6.56,0.02,0.00,0.04,0.00,0.00,10.00,10.00,6.84
jonschlinkert,isobject,0.00,0.00,4.85,1.34,1.32,,,,,,,0.10,4.20,0.00,0.71,7.69,6.47,0.07,0.00,0.00,1.03,0.01,6.14,0.00,,,,,,,6.84
jshttp,mime-types,0.06,0.02,8.88,1.33,1.17,,3.85,0.00,0.00,0.05,0.00,0.33,3.70,0.00,0.87,0.25,7.37,0.01,0.00,0.00,0.96,0.01,6.25,0.13,0.03,,0.01,,2.00,1.11,6.84
node-fetch,node-fetch,0.39,0.14,2.88,1.33,1.28,0.56,0.00,0.93,0.02,0.21,0.39,0.50,8.70,3.71,2.94,0.04,3.86,0.02,0.00,0.00,3.01,0.03,5.74,0.17,0.16,0.00,0.05,0.00,2.50,3.33,6.84
pillarjs,path-to-regexp,0.36,0.05,7.37,1.33,1.32,,0.09,0.10,,,,0.30,5.00,0.00,0.95,0.21,7.16,0.36,0.22,0.00,2.06,0.01,7.45,0.03,0.00,0.00,,0.01,10.00,,6.84
jshttp,cookie,0.06,0.02,7.52,1.33,1.32,,0.74,0.85,0.00,1.56,0.26,0.33,5.00,0.00,0.79,0.25,7.37,0.00,0.00,0.00,1.76,0.01,7.57,0.03,0.00,0.04,0.01,0.02,10.00,6.67,6.84
evanw,node-source-map-support,0.10,0.03,0.00,1.33,1.32,,,,,,,0.13,4.20,0.00,0.48,1.11,6.13,0.23,1.68,0.00,2.65,0.01,7.13,0.00,0.00,,0.00,,0.00,,6.84
paulmillr,chokidar,0.48,0.07,7.92,1.33,1.32,,0.33,0.47,0.00,0.03,0.03,0.10,5.70,0.00,0.87,0.81,3.98,0.32,0.00,0.00,3.53,0.01,7.64,0.03,0.12,0.04,0.00,0.01,4.30,4.44,6.84
tooTallNate,proxy-agents,0.04,0.03,0.00,1.52,1.47,,0.64,0.82,0.10,0.15,0.00,0.27,2.80,0.00,0.00,3.55,6.47,1.46,,0.01,0.37,0.05,6.81,0.15,0.27,0.43,0.12,0.05,4.80,7.78,7.37
isaacs,once,0.01,0.00,8.92,1.52,1.32,,,,,,,0.10,4.20,0.00,0.24,4.19,7.22,0.99,0.34,0.00,0.59,0.00,7.43,,0.00,0.04,,0.00,0.00,,7.37
browserslist,browserslist,0.57,0.09,7.12,1.50,1.39,0.83,0.09,0.01,0.04,0.13,0.01,0.12,3.70,0.00,2.46,0.14,3.92,0.11,0.00,0.00,1.47,0.05,5.83,0.00,0.22,0.35,0.04,0.06,8.80,10.00,7.37
mrmlnc,fast-glob,0.11,0.01,5.59,1.50,1.25,,2.19,1.39,0.09,0.06,0.00,0.18,8.50,0.00,2.06,0.77,5.02,0.01,0.00,0.02,0.07,0.01,4.43,0.09,0.11,0.09,0.08,0.14,7.70,10.00,7.37
sindresorhus,path-is-absolute,0.00,0.00,8.64,1.50,1.32,,,,,,,0.10,8.50,0.00,0.63,10.00,6.01,0.01,0.00,0.00,0.07,0.00,5.70,,,,,,,,7.37
sindresorhus,ansi-escapes,0.02,0.01,5.52,1.50,1.32,,,,0.00,0.00,,0.10,8.50,0.00,2.94,10.00,6.01,0.01,0.00,0.00,1.25,0.00,5.37,0.03,,0.00,0.00,0.00,,10.00,7.37
jquery,esprima,0.32,0.10,6.48,1.50,1.32,,,,,,,0.32,5.00,0.29,0.16,0.51,6.99,0.66,1.85,0.01,0.22,0.24,7.92,,,,,,,,7.37
npm,ini,0.03,0.03,6.09,1.44,1.21,0.42,,,0.13,0.27,0.33,0.37,8.70,2.86,0.48,3.11,5.29,0.00,0.00,0.02,1.25,0.01,8.13,0.01,0.00,0.13,0.13,0.03,0.00,8.89,6.84
salesforce,tough-cookie,0.04,0.02,5.45,1.36,1.28,0.83,0.70,0.19,0.26,0.48,0.23,0.25,6.20,2.29,1.35,3.55,2.94,0.30,0.00,0.01,1.99,0.04,7.99,0.01,0.12,0.17,0.25,0.12,8.00,10.00,6.84
jonschlinkert,is-plain-object,0.01,0.00,4.70,1.36,1.32,,,0.01,,,,0.10,4.20,0.00,0.63,7.69,6.47,0.05,0.00,0.00,0.74,0.01,5.98,0.01,0.00,,,,0.00,,6.84
alexei,sprintf.js,0.09,0.04,0.00,1.36,1.25,,,,0.00,0.00,0.00,0.10,4.20,0.00,1.51,0.33,5.29,0.34,1.12,0.00,1.32,0.01,6.99,,0.00,0.04,0.03,0.01,0.00,2.22,6.84
mafintosh,pump,0.04,0.01,4.52,1.36,1.32,,,,,,,0.08,4.20,0.00,0.48,8.33,5.70,0.00,0.00,0.00,0.74,0.00,6.74,,,,,,,,6.84
stream-utils,raw-body,0.02,0.01,7.48,1.36,1.32,,,,0.00,0.91,0.00,0.10,5.00,0.00,1.03,0.21,7.34,0.01,0.00,0.00,0.96,0.01,6.68,,,,0.00,,,10.00,6.84
sindresorhus,is-wsl,0.01,0.00,5.97,1.36,1.32,,0.01,,0.00,0.02,,0.10,,0.00,0.24,10.00,6.01,0.00,0.00,0.00,0.96,0.00,4.22,0.01,0.00,0.04,0.00,0.01,10.00,10.00,6.84
yahoo,serialize-javascript,0.13,0.03,5.06,1.35,1.43,,0.00,0.00,0.03,2.25,2.88,0.02,6.20,0.00,0.56,1.83,5.04,0.31,0.09,0.00,3.31,0.00,5.99,0.05,0.00,0.17,0.04,0.01,10.00,8.89,6.84
sindresorhus,read-pkg,0.01,0.00,3.65,1.35,1.32,,0.01,,,,,0.10,,0.00,0.71,10.00,6.01,0.00,0.00,0.00,1.18,0.00,5.33,0.02,0.00,0.00,,0.01,10.00,,6.84
indutny,bn.js,0.05,0.03,3.09,1.35,1.28,,0.00,0.00,0.00,0.10,0.10,0.07,4.20,0.00,1.51,3.50,6.15,0.00,0.00,0.00,2.06,0.01,6.26,0.01,0.00,0.00,0.00,0.00,10.00,10.00,6.84
inikulin,parse5,0.16,0.03,4.73,1.28,1.54,0.69,3.10,0.22,0.64,0.23,0.65,0.28,5.70,0.00,0.00,0.85,4.78,0.70,0.04,0.05,0.37,0.13,7.02,0.11,0.04,0.13,0.63,0.23,6.70,10.00,6.32
zloirock,core-js,1.07,0.20,5.38,1.29,1.43,0.69,0.26,0.02,0.08,0.34,0.23,0.71,7.10,1.71,1.43,0.03,5.37,1.02,0.56,0.07,0.00,0.16,6.79,0.57,0.23,0.26,0.08,0.92,9.40,8.89,6.32
follow-redirects,follow-redirects,0.02,0.02,5.96,1.28,1.36,0.83,0.25,0.28,0.02,0.01,0.00,0.18,5.00,0.00,0.79,0.00,8.41,0.50,0.39,0.00,0.74,0.01,7.25,0.09,0.08,0.04,0.02,0.02,7.00,10.00,6.32
sindresorhus,object-assign,0.04,0.01,8.51,1.28,1.32,,,,,,,0.08,8.50,0.00,0.56,10.00,6.01,0.02,0.00,0.00,0.88,0.00,6.42,0.00,,0.00,,0.00,,,6.32
eemeli,yaml,0.05,0.01,4.36,1.27,1.28,,0.39,0.02,0.02,0.37,0.58,0.15,8.50,0.00,0.71,1.07,3.44,0.92,0.00,0.01,0.15,0.04,3.68,0.17,0.18,0.09,0.03,0.02,6.70,8.89,6.32
kpdecker,jsdiff,0.34,0.06,0.00,1.24,0.84,0.83,1.73,0.60,0.23,0.40,0.03,0.22,5.70,1.14,0.79,1.17,7.04,3.95,0.95,0.00,1.62,0.02,8.37,,0.05,0.35,0.23,0.11,5.20,10.00,5.79
beatgammit,base64-js,0.04,0.05,5.07,1.24,1.32,,,,,,,,4.20,0.00,0.24,0.88,7.40,0.00,0.00,0.00,1.25,0.01,7.92,,0.00,,,,0.00,,5.79
expressjs,body-parser,0.24,0.09,7.40,1.24,1.36,,0.01,0.01,0.00,0.00,0.00,0.35,6.20,0.00,1.90,0.39,7.02,0.01,0.00,0.00,1.25,0.01,6.47,0.17,0.01,,0.00,,10.00,10.00,5.79
raszi,node-tmp,0.03,0.01,0.00,1.24,1.39,,,,0.00,0.00,0.02,0.27,4.20,0.00,2.22,1.41,5.46,0.22,0.17,0.00,0.96,0.04,8.08,,0.00,0.00,0.01,0.00,0.00,2.22,5.79
motdotla,dotenv,0.83,0.11,4.97,1.21,1.32,0.56,1.59,1.05,0.06,0.89,0.53,0.02,5.70,0.86,3.57,2.30,6.38,1.72,0.30,0.00,1.76,0.03,6.81,,0.22,0.39,0.06,0.11,9.20,10.00,5.79
sindresorhus,open,0.14,0.03,4.32,1.21,1.36,0.83,0.04,0.33,0.01,0.02,0.00,0.13,8.50,0.00,0.63,10.00,6.01,0.00,0.00,0.00,3.97,0.00,6.30,0.10,0.11,0.09,0.01,0.01,2.30,7.78,5.79
sindresorhus,read-pkg-up,0.01,0.00,0.00,1.21,1.32,,0.08,,,,,0.10,8.50,0.00,0.63,10.00,6.01,0.00,0.00,0.00,1.10,0.00,5.33,0.02,0.00,0.00,,0.01,10.00,,5.79
ljharb,object.assign,0.00,0.00,6.06,1.21,1.32,,0.00,0.00,,,,0.10,8.50,0.00,0.24,2.22,4.12,0.01,0.00,0.00,0.15,0.00,6.34,0.00,0.00,0.00,,0.01,10.00,,5.79
browserify,node-util,0.01,0.01,0.00,1.21,1.32,,0.00,0.00,,,,0.08,5.00,0.00,0.56,0.67,6.86,0.02,0.00,0.00,0.59,0.01,6.55,0.01,0.01,,,,5.00,,5.79
pillarjs,finalhandler,0.01,0.01,7.68,1.21,1.32,,,,0.00,0.00,0.01,0.32,5.00,0.00,0.79,0.21,7.16,0.02,0.00,0.00,0.22,0.00,6.18,0.07,,,0.00,,,4.44,5.79
Gozala,events,0.06,0.02,5.60,1.21,1.32,,,,,,,0.03,5.00,0.00,0.48,4.80,6.18,0.00,0.00,0.00,1.32,0.01,8.33,0.01,,,0.00,,,,5.79
sindresorhus,figures,0.03,0.00,3.10,1.21,1.32,,,,0.01,0.01,0.00,0.10,8.50,0.00,0.95,10.00,6.01,0.00,0.00,0.00,1.62,0.01,6.12,0.02,,0.04,0.01,0.01,,10.00,5.79
sindresorhus,decamelize,0.01,0.00,4.59,1.21,1.32,,,,,,,0.10,8.50,0.00,0.48,10.00,6.01,0.01,0.00,0.00,1.76,0.00,5.75,0.02,,,,,,,5.79
TehShrike,deepmerge,0.12,0.03,4.02,1.21,1.32,,,,,,,0.13,4.20,0.00,1.19,3.76,4.97,0.11,0.30,0.00,1.47,0.01,7.80,,0.03,,,,0.00,,5.79
ai,nanoid,1.04,0.10,5.04,1.20,1.32,0.69,0.16,0.01,0.04,0.00,0.01,0.12,4.20,0.00,1.51,0.71,5.53,0.48,0.00,0.00,1.62,0.03,4.01,0.00,0.13,0.30,0.04,0.09,9.40,10.00,5.79
isaacs,sax-js,0.05,0.04,0.00,1.20,1.36,0.69,0.00,,0.00,1.11,0.03,0.02,5.70,0.29,0.79,4.19,7.22,0.72,0.34,0.00,0.74,0.02,9.15,,0.02,0.09,0.03,0.01,3.30,0.00,5.79
doowb,ansi-colors,0.02,0.00,3.64,1.20,1.32,,,,,,,0.10,4.20,0.00,2.14,4.21,6.71,0.01,0.00,0.00,0.81,0.01,5.16,,,,,,,,5.79
prettier,prettier,2.18,0.52,2.32,3.95,2.12,2.08,0.76,0.39,2.62,0.22,0.09,1.36,8.70,2.86,0.40,0.36,3.79,2.55,0.86,1.13,0.81,2.44,4.48,0.27,2.46,2.48,2.71,1.14,6.10,8.89,6.32
grncdr,merge-stream,0.01,0.00,5.54,3.95,1.32,,,,,,,0.10,4.20,0.00,0.56,2.84,6.52,0.00,0.00,0.00,1.76,0.00,6.86,,,,,,,,6.32
estools,escodegen,0.12,0.04,3.89,3.95,1.32,,0.36,0.38,,,,0.12,3.70,0.00,0.40,0.11,7.86,0.01,0.00,0.00,0.44,0.04,7.73,,0.02,,,,6.70,,6.32
webpack,webpack-sources,0.01,0.01,5.23,3.96,1.36,,,,0.00,0.09,0.00,0.12,3.70,0.00,1.19,0.44,6.89,1.24,0.09,0.00,0.59,0.01,5.10,0.09,,0.04,0.00,0.01,,10.00,6.32
pillarjs,send,0.04,0.03,7.74,3.96,1.36,,,,,,,0.37,5.00,0.00,1.27,0.21,7.16,0.02,0.00,0.00,0.96,0.01,7.50,,,,0.00,,,,6.32
webpack-contrib,terser-webpack-plugin,0.09,0.02,4.61,3.99,1.25,0.42,1.51,0.59,0.06,0.89,0.04,0.13,6.20,0.00,1.67,0.78,6.35,2.85,0.00,0.00,0.96,0.06,3.33,0.18,0.04,0.13,0.06,0.02,6.70,10.00,6.32
rvagg,through2,0.09,0.02,3.48,3.99,1.32,,,,,,,0.08,4.20,0.00,0.56,1.76,5.25,0.01,0.00,0.00,1.18,0.00,6.76,,,,,,,,6.32
jshttp,accepts,0.01,0.01,7.82,3.99,1.32,,,,,,,0.32,3.70,0.00,0.56,0.25,7.37,0.01,0.00,0.00,0.66,0.01,6.48,0.06,0.00,,,,0.00,,6.32
